county.y,WNS_MAP_YR,n.touching,n.inf,n.sus,n.abs,prop
Shelby-Alabama,2008-09,1,0,0,1,0
Shelby-Alabama,2009-10,1,0,0,1,0
Shelby-Alabama,2010-11,1,0,0,1,0
Shelby-Alabama,2011-12,1,0,0,1,0
Shelby-Alabama,2012-13,1,0,0,1,0
Shelby-Alabama,2013-14,1,0,0,1,0
Shelby-Alabama,2014-15,1,0,0,1,0
Shelby-Alabama,2015-16,1,0,0,1,0
Shelby-Alabama,2016-17,2,0,2,0,0
Shelby-Alabama,2017-18,1,0,0,1,0
Shelby-Alabama,2018-19,1,0,0,1,0
Simcoe-Ontario,2006-07,0,0,0,0,0
Simcoe-Ontario,2007-08,0,0,0,0,0
Simcoe-Ontario,2008-09,0,0,0,0,0
Simcoe-Ontario,2009-10,0,0,0,0,0
Simcoe-Ontario,2010-11,0,0,0,0,0
Simcoe-Ontario,2011-12,0,0,0,0,0
Simcoe-Ontario,2012-13,0,0,0,0,0
Simcoe-Ontario,2013-14,0,0,0,0,0
Simcoe-Ontario,2014-15,0,0,0,0,0
Simcoe-Ontario,2015-16,0,0,0,0,0
Simcoe-Ontario,2016-17,0,0,0,0,0
Simcoe-Ontario,2017-18,0,0,0,0,0
Simcoe-Ontario,2018-19,0,0,0,0,0
Smith-Mississippi,2006-07,1,0,0,1,0
Smith-Mississippi,2007-08,1,0,0,1,0
Smith-Mississippi,2008-09,1,0,0,1,0
Smith-Mississippi,2009-10,1,0,0,1,0
Smith-Mississippi,2010-11,1,0,0,1,0
Smith-Mississippi,2011-12,1,0,0,1,0
Smith-Mississippi,2012-13,1,0,0,1,0
Smith-Mississippi,2013-14,2,0,2,0,0
Smith-Mississippi,2014-15,1,0,0,1,0
Smith-Mississippi,2015-16,1,0,0,1,0
Smith-Mississippi,2016-17,1,0,0,1,0
Smith-Mississippi,2017-18,1,0,0,1,0
Smith-Mississippi,2018-19,1,0,0,1,0
Smith-Tennessee,2006-07,4,0,0,4,0
Smith-Tennessee,2007-08,4,0,0,4,0
Smith-Tennessee,2008-09,4,0,0,4,0
Smith-Tennessee,2009-10,4,0,0,4,0
Smith-Tennessee,2010-11,4,0,0,4,0
Smith-Tennessee,2011-12,4,0,0,4,0
Smith-Tennessee,2012-13,4,2,0,2,0.00364963503649635
Smith-Tennessee,2013-14,4,2,0,2,0.00364963503649635
Smith-Tennessee,2014-15,4,0,0,4,0
Smith-Tennessee,2015-16,4,0,0,4,0
Smith-Tennessee,2016-17,4,0,0,4,0
Smith-Tennessee,2017-18,4,0,0,4,0
Smith-Tennessee,2018-19,4,0,0,4,0
Smyth-Virginia,2006-07,3,0,0,3,0
Smyth-Virginia,2007-08,3,0,0,3,0
Smyth-Virginia,2008-09,3,1,0,2,0.00182481751824818
Smyth-Virginia,2009-10,3,1,0,2,0.00182481751824818
Smyth-Virginia,2010-11,4,0,2,2,0
Smyth-Virginia,2011-12,3,0,0,3,0
Smyth-Virginia,2012-13,3,0,0,3,0
Smyth-Virginia,2013-14,3,0,0,3,0
Smyth-Virginia,2014-15,3,0,0,3,0
Smyth-Virginia,2015-16,3,0,0,3,0
Smyth-Virginia,2016-17,3,0,0,3,0
Smyth-Virginia,2017-18,3,0,0,3,0
Smyth-Virginia,2018-19,3,0,0,3,0
Somerset-Pennsylvania,2006-07,6,0,0,6,0
Somerset-Pennsylvania,2007-08,6,0,0,6,0
Somerset-Pennsylvania,2008-09,6,0,0,6,0
Somerset-Pennsylvania,2009-10,6,2,0,4,0.00364963503649635
Somerset-Pennsylvania,2010-11,6,2,0,4,0.00364963503649635
Somerset-Pennsylvania,2011-12,6,2,0,4,0.00364963503649635
Somerset-Pennsylvania,2012-13,6,0,0,6,0
Somerset-Pennsylvania,2013-14,6,0,0,6,0
Somerset-Pennsylvania,2014-15,6,0,0,6,0
Somerset-Pennsylvania,2015-16,6,0,0,6,0
Somerset-Pennsylvania,2016-17,6,0,0,6,0
Somerset-Pennsylvania,2017-18,6,0,0,6,0
Somerset-Pennsylvania,2018-19,6,0,0,6,0
Spartanburg-South Carolina,2006-07,5,0,0,5,0
Spartanburg-South Carolina,2007-08,5,0,0,5,0
Spartanburg-South Carolina,2008-09,5,0,0,5,0
Spartanburg-South Carolina,2009-10,5,0,0,5,0
Spartanburg-South Carolina,2010-11,5,0,0,5,0
Spartanburg-South Carolina,2011-12,5,0,0,5,0
Spartanburg-South Carolina,2012-13,5,1,0,4,0.00182481751824818
Spartanburg-South Carolina,2013-14,5,0,0,5,0
Spartanburg-South Carolina,2014-15,5,0,0,5,0
Spartanburg-South Carolina,2015-16,5,0,0,5,0
Spartanburg-South Carolina,2016-17,8,0,6,2,0
Spartanburg-South Carolina,2017-18,6,0,2,4,0
Spartanburg-South Carolina,2018-19,5,0,0,5,0
St. Clair-Missouri,2006-07,2,0,0,2,0
St. Clair-Missouri,2007-08,2,0,0,2,0
St. Clair-Missouri,2008-09,2,0,0,2,0
St. Clair-Missouri,2009-10,2,0,0,2,0
St. Clair-Missouri,2010-11,2,0,0,2,0
St. Clair-Missouri,2011-12,2,0,0,2,0
St. Clair-Missouri,2012-13,2,0,0,2,0
St. Clair-Missouri,2013-14,2,0,0,2,0
St. Clair-Missouri,2014-15,3,0,2,1,0
St. Clair-Missouri,2015-16,3,0,2,1,0
St. Clair-Missouri,2016-17,2,0,0,2,0
St. Clair-Missouri,2017-18,2,0,0,2,0
St. Clair-Missouri,2018-19,2,0,0,2,0
St. Croix-Wisconsin,2006-07,3,0,0,3,0
St. Croix-Wisconsin,2007-08,3,0,0,3,0
St. Croix-Wisconsin,2008-09,3,0,0,3,0
St. Croix-Wisconsin,2009-10,3,0,0,3,0
St. Croix-Wisconsin,2010-11,3,0,0,3,0
St. Croix-Wisconsin,2011-12,3,0,0,3,0
St. Croix-Wisconsin,2012-13,3,0,0,3,0
St. Croix-Wisconsin,2013-14,3,0,0,3,0
St. Croix-Wisconsin,2014-15,3,0,0,3,0
St. Croix-Wisconsin,2015-16,3,2,0,1,0.00364963503649635
St. Croix-Wisconsin,2016-17,4,0,2,2,0
St. Croix-Wisconsin,2017-18,3,0,0,3,0
St. Croix-Wisconsin,2018-19,3,0,0,3,0
St. Francois-Missouri,2006-07,5,0,0,5,0
St. Francois-Missouri,2007-08,5,0,0,5,0
St. Francois-Missouri,2008-09,5,0,0,5,0
St. Francois-Missouri,2009-10,5,0,0,5,0
St. Francois-Missouri,2010-11,5,0,0,5,0
St. Francois-Missouri,2011-12,6,0,2,4,0
St. Francois-Missouri,2012-13,7,1,4,2,0.00182481751824818
St. Francois-Missouri,2013-14,5,1,0,4,0.00182481751824818
St. Francois-Missouri,2014-15,5,0,0,5,0
St. Francois-Missouri,2015-16,5,0,0,5,0
St. Francois-Missouri,2016-17,5,0,0,5,0
St. Francois-Missouri,2017-18,5,0,0,5,0
St. Francois-Missouri,2018-19,5,0,0,5,0
St. Louis-Minnesota,2006-07,2,0,0,2,0
St. Louis-Minnesota,2007-08,2,0,0,2,0
St. Louis-Minnesota,2008-09,2,0,0,2,0
St. Louis-Minnesota,2009-10,2,0,0,2,0
St. Louis-Minnesota,2010-11,2,0,0,2,0
St. Louis-Minnesota,2011-12,2,0,0,2,0
St. Louis-Minnesota,2012-13,2,0,0,2,0
St. Louis-Minnesota,2013-14,2,0,0,2,0
St. Louis-Minnesota,2014-15,2,0,0,2,0
St. Louis-Minnesota,2015-16,2,0,0,2,0
St. Louis-Minnesota,2016-17,2,1,0,1,0.00182481751824818
St. Louis-Minnesota,2017-18,2,0,0,2,0
St. Louis-Minnesota,2018-19,2,1,0,1,0.00182481751824818
St. Louis-Missouri,2006-07,4,0,0,4,0
St. Louis-Missouri,2007-08,4,0,0,4,0
St. Louis-Missouri,2008-09,4,0,0,4,0
St. Louis-Missouri,2009-10,4,0,0,4,0
St. Louis-Missouri,2010-11,4,0,0,4,0
St. Louis-Missouri,2011-12,4,0,0,4,0
St. Louis-Missouri,2012-13,5,2,2,1,0.00364963503649635
St. Louis-Missouri,2013-14,4,0,0,4,0
St. Louis-Missouri,2014-15,4,0,0,4,0
St. Louis-Missouri,2015-16,4,1,0,3,0.00182481751824818
St. Louis-Missouri,2016-17,4,0,0,4,0
St. Louis-Missouri,2017-18,4,0,0,4,0
St. Louis-Missouri,2018-19,4,0,0,4,0
Stanly-North Carolina,2006-07,2,0,0,2,0
Stanly-North Carolina,2007-08,2,0,0,2,0
Stanly-North Carolina,2008-09,2,0,0,2,0
Stanly-North Carolina,2009-10,2,0,0,2,0
Stanly-North Carolina,2010-11,2,0,0,2,0
Stanly-North Carolina,2011-12,2,0,0,2,0
Stanly-North Carolina,2012-13,2,0,0,2,0
Stanly-North Carolina,2013-14,2,0,0,2,0
Stanly-North Carolina,2014-15,2,0,0,2,0
Stanly-North Carolina,2015-16,2,0,0,2,0
Stanly-North Carolina,2016-17,2,0,0,2,0
Stanly-North Carolina,2017-18,2,0,0,2,0
Stanly-North Carolina,2018-19,4,0,4,0,0
Ste. Genevieve-Missouri,2006-07,4,0,0,4,0
Ste. Genevieve-Missouri,2007-08,4,0,0,4,0
Ste. Genevieve-Missouri,2008-09,4,0,0,4,0
Ste. Genevieve-Missouri,2009-10,4,0,0,4,0
Ste. Genevieve-Missouri,2010-11,4,0,0,4,0
Ste. Genevieve-Missouri,2011-12,5,0,2,3,0
Ste. Genevieve-Missouri,2012-13,5,1,2,2,0.00182481751824818
Ste. Genevieve-Missouri,2013-14,4,0,0,4,0
Ste. Genevieve-Missouri,2014-15,5,0,2,3,0
Ste. Genevieve-Missouri,2015-16,4,0,0,4,0
Ste. Genevieve-Missouri,2016-17,4,0,0,4,0
Ste. Genevieve-Missouri,2017-18,4,0,0,4,0
Ste. Genevieve-Missouri,2018-19,4,0,0,4,0
Stewart-Tennessee,2006-07,4,0,0,4,0
Stewart-Tennessee,2007-08,4,0,0,4,0
Stewart-Tennessee,2008-09,4,0,0,4,0
Stewart-Tennessee,2009-10,4,0,0,4,0
Stewart-Tennessee,2010-11,4,2,0,2,0.00364963503649635
Stewart-Tennessee,2011-12,4,0,0,4,0
Stewart-Tennessee,2012-13,4,2,0,2,0.00364963503649635
Stewart-Tennessee,2013-14,4,0,0,4,0
Stewart-Tennessee,2014-15,4,0,0,4,0
Stewart-Tennessee,2015-16,4,0,0,4,0
Stewart-Tennessee,2016-17,4,0,0,4,0
Stewart-Tennessee,2017-18,4,0,0,4,0
Stewart-Tennessee,2018-19,4,0,0,4,0
Stokes-North Carolina,2006-07,0,0,0,0,0
Stokes-North Carolina,2007-08,0,0,0,0,0
Stokes-North Carolina,2008-09,0,0,0,0,0
Stokes-North Carolina,2009-10,0,0,0,0,0
Stokes-North Carolina,2010-11,0,0,0,0,0
Stokes-North Carolina,2011-12,0,0,0,0,0
Stokes-North Carolina,2012-13,0,0,0,0,0
Stokes-North Carolina,2013-14,0,0,0,0,0
Stokes-North Carolina,2014-15,0,0,0,0,0
Stokes-North Carolina,2015-16,0,0,0,0,0
Stokes-North Carolina,2016-17,0,0,0,0,0
Stokes-North Carolina,2017-18,0,0,0,0,0
Stokes-North Carolina,2018-19,0,0,0,0,0
Stone-Arkansas,2006-07,4,0,0,4,0
Stone-Arkansas,2007-08,4,0,0,4,0
Stone-Arkansas,2008-09,4,0,0,4,0
Stone-Arkansas,2009-10,4,0,0,4,0
Stone-Arkansas,2010-11,4,0,0,4,0
Stone-Arkansas,2011-12,5,0,2,3,0
Stone-Arkansas,2012-13,4,0,0,4,0
Stone-Arkansas,2013-14,4,0,0,4,0
Stone-Arkansas,2014-15,4,2,0,2,0.00364963503649635
Stone-Arkansas,2015-16,4,1,0,3,0.00182481751824818
Stone-Arkansas,2016-17,4,0,0,4,0
Stone-Arkansas,2017-18,4,0,0,4,0
Stone-Arkansas,2018-19,4,0,0,4,0
Stone-Missouri,2006-07,3,0,0,3,0
Stone-Missouri,2007-08,3,0,0,3,0
Stone-Missouri,2008-09,3,0,0,3,0
Stone-Missouri,2009-10,3,0,0,3,0
Stone-Missouri,2010-11,3,0,0,3,0
Stone-Missouri,2011-12,3,0,0,3,0
Stone-Missouri,2012-13,3,0,0,3,0
Stone-Missouri,2013-14,3,0,0,3,0
Stone-Missouri,2014-15,3,0,0,3,0
Stone-Missouri,2015-16,6,0,6,0,0
Stone-Missouri,2016-17,3,0,0,3,0
Stone-Missouri,2017-18,3,0,0,3,0
Stone-Missouri,2018-19,3,0,0,3,0
Sudbury District (Part 1 Of)-Ontario,2006-07,1,0,0,1,0
Sudbury District (Part 1 Of)-Ontario,2007-08,1,0,0,1,0
Sudbury District (Part 1 Of)-Ontario,2008-09,1,0,0,1,0
Sudbury District (Part 1 Of)-Ontario,2009-10,1,1,0,0,0.00182481751824818
Sudbury District (Part 1 Of)-Ontario,2010-11,1,0,0,1,0
Sudbury District (Part 1 Of)-Ontario,2011-12,1,0,0,1,0
Sudbury District (Part 1 Of)-Ontario,2012-13,1,0,0,1,0
Sudbury District (Part 1 Of)-Ontario,2013-14,1,0,0,1,0
Sudbury District (Part 1 Of)-Ontario,2014-15,1,0,0,1,0
Sudbury District (Part 1 Of)-Ontario,2015-16,1,0,0,1,0
Sudbury District (Part 1 Of)-Ontario,2016-17,1,0,0,1,0
Sudbury District (Part 1 Of)-Ontario,2017-18,1,0,0,1,0
Sudbury District (Part 1 Of)-Ontario,2018-19,1,0,0,1,0
Suffolk-New York,2006-07,0,0,0,0,0
Suffolk-New York,2007-08,0,0,0,0,0
Suffolk-New York,2008-09,0,0,0,0,0
Suffolk-New York,2009-10,0,0,0,0,0
Suffolk-New York,2010-11,0,0,0,0,0
Suffolk-New York,2011-12,0,0,0,0,0
Suffolk-New York,2012-13,0,0,0,0,0
Suffolk-New York,2013-14,0,0,0,0,0
Suffolk-New York,2014-15,0,0,0,0,0
Suffolk-New York,2015-16,0,0,0,0,0
Suffolk-New York,2016-17,0,0,0,0,0
Suffolk-New York,2017-18,0,0,0,0,0
Suffolk-New York,2018-19,0,0,0,0,0
Sullivan-New York,2006-07,2,0,0,2,0
Sullivan-New York,2007-08,2,1,0,1,0.00182481751824818
Sullivan-New York,2008-09,2,0,0,2,0
Sullivan-New York,2009-10,2,1,0,1,0.00182481751824818
Sullivan-New York,2010-11,2,0,0,2,0
Sullivan-New York,2011-12,2,0,0,2,0
Sullivan-New York,2012-13,2,0,0,2,0
Sullivan-New York,2013-14,2,0,0,2,0
Sullivan-New York,2014-15,2,0,0,2,0
Sullivan-New York,2015-16,2,0,0,2,0
Sullivan-New York,2016-17,2,0,0,2,0
Sullivan-New York,2017-18,2,0,0,2,0
Sullivan-New York,2018-19,2,0,0,2,0
Sullivan-Pennsylvania,2006-07,3,0,0,3,0
Sullivan-Pennsylvania,2007-08,3,0,0,3,0
Sullivan-Pennsylvania,2008-09,3,1,0,2,0.00182481751824818
Sullivan-Pennsylvania,2009-10,4,1,2,1,0.00182481751824818
Sullivan-Pennsylvania,2010-11,3,0,0,3,0
Sullivan-Pennsylvania,2011-12,3,0,0,3,0
Sullivan-Pennsylvania,2012-13,3,0,0,3,0
Sullivan-Pennsylvania,2013-14,3,0,0,3,0
Sullivan-Pennsylvania,2014-15,3,0,0,3,0
Sullivan-Pennsylvania,2015-16,3,0,0,3,0
Sullivan-Pennsylvania,2016-17,3,0,0,3,0
Sullivan-Pennsylvania,2017-18,3,0,0,3,0
Sullivan-Pennsylvania,2018-19,3,0,0,3,0
Sullivan-Tennessee,2006-07,3,0,0,3,0
Sullivan-Tennessee,2007-08,3,0,0,3,0
Sullivan-Tennessee,2008-09,3,0,0,3,0
Sullivan-Tennessee,2009-10,3,1,0,2,0.00182481751824818
Sullivan-Tennessee,2010-11,3,0,0,3,0
Sullivan-Tennessee,2011-12,3,2,0,1,0.00364963503649635
Sullivan-Tennessee,2012-13,3,0,0,3,0
Sullivan-Tennessee,2013-14,3,0,0,3,0
Sullivan-Tennessee,2014-15,3,0,0,3,0
Sullivan-Tennessee,2015-16,3,0,0,3,0
Sullivan-Tennessee,2016-17,3,0,0,3,0
Sullivan-Tennessee,2017-18,3,0,0,3,0
Sullivan-Tennessee,2018-19,3,0,0,3,0
Summit-Ohio,2006-07,5,0,0,5,0
Summit-Ohio,2007-08,5,0,0,5,0
Summit-Ohio,2008-09,5,0,0,5,0
Summit-Ohio,2009-10,5,0,0,5,0
Summit-Ohio,2010-11,5,0,0,5,0
Summit-Ohio,2011-12,5,3,0,2,0.00547445255474453
Summit-Ohio,2012-13,5,2,0,3,0.00364963503649635
Summit-Ohio,2013-14,5,0,0,5,0
Summit-Ohio,2014-15,5,0,0,5,0
Summit-Ohio,2015-16,5,0,0,5,0
Summit-Ohio,2016-17,5,0,0,5,0
Summit-Ohio,2017-18,5,0,0,5,0
Summit-Ohio,2018-19,5,0,0,5,0
Sumner-Tennessee,2006-07,2,0,0,2,0
Sumner-Tennessee,2007-08,2,0,0,2,0
Sumner-Tennessee,2008-09,2,0,0,2,0
Sumner-Tennessee,2009-10,2,0,0,2,0
Sumner-Tennessee,2010-11,2,0,0,2,0
Sumner-Tennessee,2011-12,2,0,0,2,0
Sumner-Tennessee,2012-13,2,0,0,2,0
Sumner-Tennessee,2013-14,2,1,0,1,0.00182481751824818
Sumner-Tennessee,2014-15,2,1,0,1,0.00182481751824818
Sumner-Tennessee,2015-16,2,0,0,2,0
Sumner-Tennessee,2016-17,2,0,0,2,0
Sumner-Tennessee,2017-18,2,0,0,2,0
Sumner-Tennessee,2018-19,2,0,0,2,0
Sutton-Texas,2006-07,1,0,0,1,0
Sutton-Texas,2007-08,1,0,0,1,0
Sutton-Texas,2008-09,1,0,0,1,0
Sutton-Texas,2009-10,1,0,0,1,0
Sutton-Texas,2010-11,1,0,0,1,0
Sutton-Texas,2011-12,1,0,0,1,0
Sutton-Texas,2012-13,1,0,0,1,0
Sutton-Texas,2013-14,1,0,0,1,0
Sutton-Texas,2014-15,1,0,0,1,0
Sutton-Texas,2015-16,1,0,0,1,0
Sutton-Texas,2016-17,1,0,0,1,0
Sutton-Texas,2017-18,1,0,0,1,0
Sutton-Texas,2018-19,2,0,2,0,0
Swain-North Carolina,2006-07,3,0,0,3,0
Swain-North Carolina,2007-08,3,0,0,3,0
Swain-North Carolina,2008-09,3,0,0,3,0
Swain-North Carolina,2009-10,3,0,0,3,0
Swain-North Carolina,2010-11,3,0,0,3,0
Swain-North Carolina,2011-12,3,2,0,1,0.00364963503649635
Swain-North Carolina,2012-13,3,0,0,3,0
Swain-North Carolina,2013-14,3,1,0,2,0.00182481751824818
Swain-North Carolina,2014-15,3,0,0,3,0
Swain-North Carolina,2015-16,3,0,0,3,0
Swain-North Carolina,2016-17,3,0,0,3,0
Swain-North Carolina,2017-18,3,0,0,3,0
Swain-North Carolina,2018-19,3,0,0,3,0
Taney-Missouri,2006-07,6,0,0,6,0
Taney-Missouri,2007-08,6,0,0,6,0
Taney-Missouri,2008-09,6,0,0,6,0
Taney-Missouri,2009-10,6,0,0,6,0
Taney-Missouri,2010-11,6,0,0,6,0
Taney-Missouri,2011-12,6,0,0,6,0
Taney-Missouri,2012-13,6,0,0,6,0
Taney-Missouri,2013-14,6,1,0,5,0.00182481751824818
Taney-Missouri,2014-15,9,0,6,3,0
Taney-Missouri,2015-16,7,0,2,5,0
Taney-Missouri,2016-17,7,0,2,5,0
Taney-Missouri,2017-18,6,0,0,6,0
Taney-Missouri,2018-19,6,0,0,6,0
Tazewell-Virginia,2006-07,4,0,0,4,0
Tazewell-Virginia,2007-08,4,0,0,4,0
Tazewell-Virginia,2008-09,4,2,0,2,0.00364963503649635
Tazewell-Virginia,2009-10,4,1,0,3,0.00182481751824818
Tazewell-Virginia,2010-11,5,0,2,3,0
Tazewell-Virginia,2011-12,4,0,0,4,0
Tazewell-Virginia,2012-13,4,0,0,4,0
Tazewell-Virginia,2013-14,4,0,0,4,0
Tazewell-Virginia,2014-15,4,0,0,4,0
Tazewell-Virginia,2015-16,4,0,0,4,0
Tazewell-Virginia,2016-17,4,0,0,4,0
Tazewell-Virginia,2017-18,4,0,0,4,0
Tazewell-Virginia,2018-19,4,0,0,4,0
Texas-Missouri,2006-07,8,0,0,8,0
Texas-Missouri,2007-08,8,0,0,8,0
Texas-Missouri,2008-09,8,0,0,8,0
Texas-Missouri,2009-10,9,0,2,7,0
Texas-Missouri,2010-11,8,0,0,8,0
Texas-Missouri,2011-12,8,0,0,8,0
Texas-Missouri,2012-13,8,0,0,8,0
Texas-Missouri,2013-14,11,0,6,5,0
Texas-Missouri,2014-15,10,0,4,6,0
Texas-Missouri,2015-16,9,0,2,7,0
Texas-Missouri,2016-17,9,0,2,7,0
Texas-Missouri,2017-18,8,0,0,8,0
Texas-Missouri,2018-19,8,0,0,8,0
Thunder Bay District (Part 1 Of)-Ontario,2006-07,1,0,0,1,0
Thunder Bay District (Part 1 Of)-Ontario,2007-08,1,0,0,1,0
Thunder Bay District (Part 1 Of)-Ontario,2008-09,1,0,0,1,0
Thunder Bay District (Part 1 Of)-Ontario,2009-10,1,0,0,1,0
Thunder Bay District (Part 1 Of)-Ontario,2010-11,1,0,0,1,0
Thunder Bay District (Part 1 Of)-Ontario,2011-12,1,0,0,1,0
Thunder Bay District (Part 1 Of)-Ontario,2012-13,1,0,0,1,0
Thunder Bay District (Part 1 Of)-Ontario,2013-14,1,0,0,1,0
Thunder Bay District (Part 1 Of)-Ontario,2014-15,2,0,2,0,0
Thunder Bay District (Part 1 Of)-Ontario,2015-16,1,0,0,1,0
Thunder Bay District (Part 1 Of)-Ontario,2016-17,1,0,0,1,0
Thunder Bay District (Part 1 Of)-Ontario,2017-18,1,0,0,1,0
Thunder Bay District (Part 1 Of)-Ontario,2018-19,1,0,0,1,0
Thunder Bay District (Part 2 Of)-Ontario,2006-07,1,0,0,1,0
Thunder Bay District (Part 2 Of)-Ontario,2007-08,1,0,0,1,0
Thunder Bay District (Part 2 Of)-Ontario,2008-09,1,0,0,1,0
Thunder Bay District (Part 2 Of)-Ontario,2009-10,1,0,0,1,0
Thunder Bay District (Part 2 Of)-Ontario,2010-11,1,0,0,1,0
Thunder Bay District (Part 2 Of)-Ontario,2011-12,1,0,0,1,0
Thunder Bay District (Part 2 Of)-Ontario,2012-13,1,0,0,1,0
Thunder Bay District (Part 2 Of)-Ontario,2013-14,1,0,0,1,0
Thunder Bay District (Part 2 Of)-Ontario,2014-15,1,1,0,0,0.00182481751824818
Thunder Bay District (Part 2 Of)-Ontario,2015-16,1,0,0,1,0
Thunder Bay District (Part 2 Of)-Ontario,2016-17,1,0,0,1,0
Thunder Bay District (Part 2 Of)-Ontario,2017-18,1,0,0,1,0
Thunder Bay District (Part 2 Of)-Ontario,2018-19,1,0,0,1,0
Thunder Bay District (Part 3 Of)-Ontario,2006-07,2,0,0,2,0
Thunder Bay District (Part 3 Of)-Ontario,2007-08,2,0,0,2,0
Thunder Bay District (Part 3 Of)-Ontario,2008-09,2,0,0,2,0
Thunder Bay District (Part 3 Of)-Ontario,2009-10,2,0,0,2,0
Thunder Bay District (Part 3 Of)-Ontario,2010-11,2,0,0,2,0
Thunder Bay District (Part 3 Of)-Ontario,2011-12,2,0,0,2,0
Thunder Bay District (Part 3 Of)-Ontario,2012-13,2,0,0,2,0
Thunder Bay District (Part 3 Of)-Ontario,2013-14,2,1,0,1,0.00182481751824818
Thunder Bay District (Part 3 Of)-Ontario,2014-15,2,1,0,1,0.00182481751824818
Thunder Bay District (Part 3 Of)-Ontario,2015-16,2,0,0,2,0
Thunder Bay District (Part 3 Of)-Ontario,2016-17,2,0,0,2,0
Thunder Bay District (Part 3 Of)-Ontario,2017-18,2,0,0,2,0
Thunder Bay District (Part 3 Of)-Ontario,2018-19,2,0,0,2,0
Thunder Bay District (Part 4 of)-Ontario,2006-07,2,0,0,2,0
Thunder Bay District (Part 4 of)-Ontario,2007-08,2,0,0,2,0
Thunder Bay District (Part 4 of)-Ontario,2008-09,2,0,0,2,0
Thunder Bay District (Part 4 of)-Ontario,2009-10,2,0,0,2,0
Thunder Bay District (Part 4 of)-Ontario,2010-11,2,0,0,2,0
Thunder Bay District (Part 4 of)-Ontario,2011-12,2,0,0,2,0
Thunder Bay District (Part 4 of)-Ontario,2012-13,2,0,0,2,0
Thunder Bay District (Part 4 of)-Ontario,2013-14,2,0,0,2,0
Thunder Bay District (Part 4 of)-Ontario,2014-15,4,0,4,0,0
Thunder Bay District (Part 4 of)-Ontario,2015-16,2,0,0,2,0
Thunder Bay District (Part 4 of)-Ontario,2016-17,2,0,0,2,0
Thunder Bay District (Part 4 of)-Ontario,2017-18,2,0,0,2,0
Thunder Bay District (Part 4 of)-Ontario,2018-19,2,0,0,2,0
Timiskaming District-Ontario,2006-07,3,0,0,3,0
Timiskaming District-Ontario,2007-08,3,0,0,3,0
Timiskaming District-Ontario,2008-09,3,0,0,3,0
Timiskaming District-Ontario,2009-10,3,0,0,3,0
Timiskaming District-Ontario,2010-11,3,2,0,1,0.00364963503649635
Timiskaming District-Ontario,2011-12,3,0,0,3,0
Timiskaming District-Ontario,2012-13,3,1,0,2,0.00182481751824818
Timiskaming District-Ontario,2013-14,3,0,0,3,0
Timiskaming District-Ontario,2014-15,3,0,0,3,0
Timiskaming District-Ontario,2015-16,3,0,0,3,0
Timiskaming District-Ontario,2016-17,3,0,0,3,0
Timiskaming District-Ontario,2017-18,3,0,0,3,0
Timiskaming District-Ontario,2018-19,3,0,0,3,0
Tioga-Pennsylvania,2006-07,1,0,0,1,0
Tioga-Pennsylvania,2007-08,1,0,0,1,0
Tioga-Pennsylvania,2008-09,1,0,0,1,0
Tioga-Pennsylvania,2009-10,1,1,0,0,0.00182481751824818
Tioga-Pennsylvania,2010-11,1,0,0,1,0
Tioga-Pennsylvania,2011-12,1,0,0,1,0
Tioga-Pennsylvania,2012-13,1,0,0,1,0
Tioga-Pennsylvania,2013-14,1,0,0,1,0
Tioga-Pennsylvania,2014-15,1,0,0,1,0
Tioga-Pennsylvania,2015-16,1,0,0,1,0
Tioga-Pennsylvania,2016-17,1,0,0,1,0
Tioga-Pennsylvania,2017-18,1,0,0,1,0
Tioga-Pennsylvania,2018-19,1,0,0,1,0
Transylvania-North Carolina,2006-07,6,0,0,6,0
Transylvania-North Carolina,2007-08,6,0,0,6,0
Transylvania-North Carolina,2008-09,6,0,0,6,0
Transylvania-North Carolina,2009-10,6,0,0,6,0
Transylvania-North Carolina,2010-11,6,0,0,6,0
Transylvania-North Carolina,2011-12,6,1,0,5,0.00182481751824818
Transylvania-North Carolina,2012-13,6,2,0,4,0.00364963503649635
Transylvania-North Carolina,2013-14,6,2,0,4,0.00364963503649635
Transylvania-North Carolina,2014-15,6,0,0,6,0
Transylvania-North Carolina,2015-16,6,0,0,6,0
Transylvania-North Carolina,2016-17,7,0,2,5,0
Transylvania-North Carolina,2017-18,6,0,0,6,0
Transylvania-North Carolina,2018-19,6,0,0,6,0
Trigg-Kentucky,2006-07,2,0,0,2,0
Trigg-Kentucky,2007-08,2,0,0,2,0
Trigg-Kentucky,2008-09,2,0,0,2,0
Trigg-Kentucky,2009-10,2,0,0,2,0
Trigg-Kentucky,2010-11,2,0,0,2,0
Trigg-Kentucky,2011-12,2,1,0,1,0.00182481751824818
Trigg-Kentucky,2012-13,2,1,0,1,0.00182481751824818
Trigg-Kentucky,2013-14,2,0,0,2,0
Trigg-Kentucky,2014-15,2,0,0,2,0
Trigg-Kentucky,2015-16,2,0,0,2,0
Trigg-Kentucky,2016-17,2,0,0,2,0
Trigg-Kentucky,2017-18,2,0,0,2,0
Trigg-Kentucky,2018-19,2,0,0,2,0
Tucker-West Virginia,2006-07,4,0,0,4,0
Tucker-West Virginia,2007-08,4,0,0,4,0
Tucker-West Virginia,2008-09,4,0,0,4,0
