GC,title,nospace,url,lat,lon,country,province/state,county,numfinds,numpages
GC43BFV,Cross Roads #3,cross-roads-3,https://www.geocaching.com/geocache/GC43BFV_cross-roads-3,N 46° 03.032,W 065° 49.297,Canada,New Brunswick,,28,2
GC43BGD,Cross Roads #2,cross-roads-2,https://www.geocaching.com/geocache/GC43BGD_cross-roads-2,N 46° 02.828,W 065° 49.185,Canada,New Brunswick,,28,2
GC43GG0,Sesame Street #2,sesame-street-2,https://www.geocaching.com/geocache/GC43GG0_sesame-street-2,N 45° 59.256,W 066° 36.492,Canada,New Brunswick,,63,3
GC44ME8,Mmmm Ribs!,mmmm-ribs,https://www.geocaching.com/geocache/GC44ME8_mmmm-ribs,N 45° 55.875,W 066° 39.745,Canada,New Brunswick,,410,17
GC451MF,Nashwaak Island,nashwaak-island,https://www.geocaching.com/geocache/GC451MF_nashwaak-island,N 45° 57.339,W 066° 37.343,Canada,New Brunswick,,13,1
GC46T44,Wellness #3,wellness-3,https://www.geocaching.com/geocache/GC46T44_wellness-3,N 46° 43.590,W 067° 42.340,Canada,New Brunswick,,0,0
GC479V1,E= EXHAUSTED,e-exhausted,https://www.geocaching.com/geocache/GC479V1_e-exhausted,N 45° 43.463,W 065° 31.776,Canada,New Brunswick,,216,9
GC47CZF,PNG on the 101,png-on-the-101,https://www.geocaching.com/geocache/GC47CZF_png-on-the-101,N 45° 50.394,W 066° 40.802,Canada,New Brunswick,,60,3
GC47F4Q,"Can you See Me Now, Welsford?",can-you-see-me-now-welsford,https://www.geocaching.com/geocache/GC47F4Q_can-you-see-me-now-welsford,N 45° 26.531,W 066° 19.794,Canada,New Brunswick,,70,3
GC47XAD,RVing...WITHOUT the Wheels,rvingwithout-the-wheels,https://www.geocaching.com/geocache/GC47XAD_rvingwithout-the-wheels,N 45° 58.058,W 066° 43.947,Canada,New Brunswick,,142,6
GC489Y0,Meet the Robertsons - Phil,meet-the-robertsons-phil,https://www.geocaching.com/geocache/GC489Y0_meet-the-robertsons-phil,N 45° 58.705,W 066° 36.492,Canada,New Brunswick,,32,2
GC489ZC,Meet the Robertsons - Jase,meet-the-robertsons-jase,https://www.geocaching.com/geocache/GC489ZC_meet-the-robertsons-jase,N 45° 58.792,W 066° 36.429,Canada,New Brunswick,,34,2
GC48MHY,"Fire road, the ""New"" bridge.",fire-road-the-new-bridge,https://www.geocaching.com/geocache/GC48MHY_fire-road-the-new-bridge,N 45° 59.952,W 065° 31.945,Canada,New Brunswick,,10,1
GC48NWY,Let's Make A Deal,lets-make-a-deal,https://www.geocaching.com/geocache/GC48NWY_lets-make-a-deal,N 45° 57.106,W 066° 41.642,Canada,New Brunswick,,42,2
GC48Y6T,Spooky Spikes,spooky-spikes,https://www.geocaching.com/geocache/GC48Y6T_spooky-spikes,N 45° 59.239,W 066° 39.066,Canada,New Brunswick,,1,1
GC49BNW,"Can you See Me Now, Rothesay?",can-you-see-me-now-rothesay,https://www.geocaching.com/geocache/GC49BNW_can-you-see-me-now-rothesay,N 45° 22.691,W 065° 58.745,Canada,New Brunswick,,50,2
GC49NFF,Big Red,big-red,https://www.geocaching.com/geocache/GC49NFF_big-red,N 46° 00.111,W 065° 18.742,Canada,New Brunswick,,49,2
GC4B0GB,I Hear Music- Brand New Key,i-hear-music-brand-new-key,https://www.geocaching.com/geocache/GC4B0GB_i-hear-music-brand-new-key,N 45° 51.646,W 065° 15.810,Canada,New Brunswick,,34,2
GC4B89B,Doctor Who #11 - Matt Smith,doctor-who-11-matt-smith,https://www.geocaching.com/geocache/GC4B89B_doctor-who-11-matt-smith,N 45° 46.408,W 066° 54.001,Canada,New Brunswick,,75,3
GC4BBKK,Rothesay Train Station,rothesay-train-station,https://www.geocaching.com/geocache/GC4BBKK_rothesay-train-station,N 45° 23.243,W 065° 59.939,Canada,New Brunswick,,95,4
GC4BRCA,Trout River Treasure,trout-river-treasure,https://www.geocaching.com/geocache/GC4BRCA_trout-river-treasure,N 46° 41.650,W 065° 33.460,Canada,New Brunswick,,1,1
GC4BTE6,Doctor Who #8 - Paul McGann,doctor-who-8-paul-mcgann,https://www.geocaching.com/geocache/GC4BTE6_doctor-who-8-paul-mcgann,N 45° 46.986,W 066° 52.554,Canada,New Brunswick,,74,3
GC4BTEF,Doctor Who #6 - Colin Baker,doctor-who-6-colin-baker,https://www.geocaching.com/geocache/GC4BTEF_doctor-who-6-colin-baker,N 45° 40.816,W 067° 03.174,Canada,New Brunswick,,56,3
GC4BW2Y,Little Legionnaire,little-legionnaire,https://www.geocaching.com/geocache/GC4BW2Y_little-legionnaire,N 45° 18.579,W 066° 11.780,Canada,New Brunswick,,57,3
GC4C1K1,Bear-In-The-Woods TB B&B,bearinthewoods-tb-b&b,https://www.geocaching.com/geocache/GC4C1K1_bearinthewoods-tb-b&b,N 45° 58.089,W 066° 47.067,Canada,New Brunswick,,90,4
GC4C6Y5,Cache in a Creel,cache-in-a-creel,https://www.geocaching.com/geocache/GC4C6Y5_cache-in-a-creel,N 45° 58.038,W 066° 34.751,Canada,New Brunswick,,54,3
GC4DJRN,Goodwin Lake Trip!,goodwin-lake-trip,https://www.geocaching.com/geocache/GC4DJRN_goodwin-lake-trip,,,Canada,New Brunswick,,1,1
GC4EY18,Mega Headache Series #21,mega-headache-series-21,https://www.geocaching.com/geocache/GC4EY18_mega-headache-series-21,N 45° 56.508,W 066° 41.410,Canada,New Brunswick,,128,6
GC4EY1B,Mega Headache Series #22,mega-headache-series-22,https://www.geocaching.com/geocache/GC4EY1B_mega-headache-series-22,N 45° 56.714,W 066° 41.669,Canada,New Brunswick,,130,6
GC4FJM1,Memorial Cache,memorial-cache,https://www.geocaching.com/geocache/GC4FJM1_memorial-cache,N 46° 27.632,W 066° 24.615,Canada,New Brunswick,,77,4
GC4FT8W,Road to the Mega Woodstock East #3,road-to-the-mega-woodstock-east-3,https://www.geocaching.com/geocache/GC4FT8W_road-to-the-mega-woodstock-east-3,N 45° 52.413,W 066° 59.213,Canada,New Brunswick,,205,9
GC4G1V4,Abandoned Road,abandoned-road,https://www.geocaching.com/geocache/GC4G1V4_abandoned-road,N 45° 36.125,W 067° 26.125,Canada,New Brunswick,,11,1
GC4GGRA,Caching in New Maryland,caching-in-new-maryland,https://www.geocaching.com/geocache/GC4GGRA_caching-in-new-maryland,N 45° 54.847,W 066° 41.928,Canada,New Brunswick,,16,1
GC4GK27,Pond d'la Bennette,pond-dla-bennette,https://www.geocaching.com/geocache/GC4GK27_pond-dla-bennette,N 47° 03.859,W 067° 43.414,Canada,New Brunswick,,15,1
GC4GY6V,MICROWAVE SURFER,microwave-surfer,https://www.geocaching.com/geocache/GC4GY6V_microwave-surfer,N 47° 02.637,W 067° 44.109,Canada,New Brunswick,,47,2
GC4H6XX,Share the Road,share-the-road,https://www.geocaching.com/geocache/GC4H6XX_share-the-road,N 45° 59.670,W 066° 39.109,Canada,New Brunswick,,97,4
GC4HPBV,Ribbit Ribbit,ribbit-ribbit,https://www.geocaching.com/geocache/GC4HPBV_ribbit-ribbit,N 45° 58.474,W 066° 39.273,Canada,New Brunswick,,81,4
GC4J85N,Obama's Gazebo,obamas-gazebo,https://www.geocaching.com/geocache/GC4J85N_obamas-gazebo,N 47° 04.283,W 066° 17.628,Canada,New Brunswick,,0,0
GC4JAFA,Our New House,our-new-house,https://www.geocaching.com/geocache/GC4JAFA_our-new-house,N 45° 50.763,W 066° 43.974,Canada,New Brunswick,,48,2
GC4K5KB,Yet Another Corner Post,yet-another-corner-post,https://www.geocaching.com/geocache/GC4K5KB_yet-another-corner-post,N 45° 54.835,W 066° 36.312,Canada,New Brunswick,,43,2
GC4KQRD,Pondstream Hidden Treasure #1,pondstream-hidden-treasure-1,https://www.geocaching.com/geocache/GC4KQRD_pondstream-hidden-treasure-1,N 45° 56.795,W 066° 06.492,Canada,New Brunswick,,26,2
GC4KQRZ,Pondstream Hidden Treasure #2,pondstream-hidden-treasure-2,https://www.geocaching.com/geocache/GC4KQRZ_pondstream-hidden-treasure-2,N 45° 56.919,W 066° 06.423,Canada,New Brunswick,,17,1
GC4N2NG,A Beautiful Resting Place...,a-beautiful-resting-place,https://www.geocaching.com/geocache/GC4N2NG_a-beautiful-resting-place,N 45° 55.209,W 067° 04.417,Canada,New Brunswick,,38,2
GC4N2PN,Welcome to Nackawic,welcome-to-nackawic,https://www.geocaching.com/geocache/GC4N2PN_welcome-to-nackawic,N 45° 56.811,W 067° 14.134,Canada,New Brunswick,,33,2
GC4N3X9,Not Another Nano!,not-another-nano,https://www.geocaching.com/geocache/GC4N3X9_not-another-nano,N 45° 58.318,W 066° 38.089,Canada,New Brunswick,,72,3
GC4P326,The great wall of New Denmark,the-great-wall-of-new-denmark,https://www.geocaching.com/geocache/GC4P326_the-great-wall-of-new-denmark,N 46° 56.067,W 067° 39.306,Canada,New Brunswick,,9,1
GC4PC40,Fox On The Run,fox-on-the-run,https://www.geocaching.com/geocache/GC4PC40_fox-on-the-run,N 45° 47.488,W 066° 01.164,Canada,New Brunswick,,37,2
GC4PC4K,Church Lane Cache,church-lane-cache,https://www.geocaching.com/geocache/GC4PC4K_church-lane-cache,N 45° 47.347,W 065° 59.494,Canada,New Brunswick,,43,2
GC4PC4W,Take It To The Limit,take-it-to-the-limit,https://www.geocaching.com/geocache/GC4PC4W_take-it-to-the-limit,N 45° 50.808,W 066° 02.179,Canada,New Brunswick,,52,3
GC4QV7P,Open Me... If You Dare!,open-me-if-you-dare,https://www.geocaching.com/geocache/GC4QV7P_open-me-if-you-dare,N 45° 59.437,W 066° 38.340,Canada,New Brunswick,,48,2
GC4RB3M,"Can you see me now, Blackville?",can-you-see-me-now-blackville,https://www.geocaching.com/geocache/GC4RB3M_can-you-see-me-now-blackville,N 46° 42.540,W 065° 50.216,Canada,New Brunswick,,45,2
GC4RB3T,"Can you see me now, Lavillette?",can-you-see-me-now-lavillette,https://www.geocaching.com/geocache/GC4RB3T_can-you-see-me-now-lavillette,N 47° 14.818,W 065° 23.936,Canada,New Brunswick,,57,3
GC4RRN8,Thinking Inside the Box,thinking-inside-the-box,https://www.geocaching.com/geocache/GC4RRN8_thinking-inside-the-box,N 45° 57.352,W 066° 42.131,Canada,New Brunswick,,40,2
GC4TT86,Wollastook Covered Bridge,wollastook-covered-bridge,https://www.geocaching.com/geocache/GC4TT86_wollastook-covered-bridge,N 45° 52.182,W 066° 54.737,Canada,New Brunswick,,55,3
GC4V32Q,"Ringing in the new year, geocaching style",ringing-in-the-new-year-geocaching-style,https://www.geocaching.com/geocache/GC4V32Q_ringing-in-the-new-year-geocaching-style,N 45° 53.560,W 066° 41.306,Canada,New Brunswick,,14,1
GC4V6ZM,KIDS LOVE: TO BUILD FORTS,kids-love-to-build-forts,https://www.geocaching.com/geocache/GC4V6ZM_kids-love-to-build-forts,N 45° 56.931,W 066° 08.110,Canada,New Brunswick,,30,2
GC4V9NV,KIDS LOVE - MUSIC,kids-love-music,https://www.geocaching.com/geocache/GC4V9NV_kids-love-music,N 45° 57.372,W 066° 08.292,Canada,New Brunswick,,27,2
GC4VB74,"I ""Kid"" you not - Bishop Drive # 1",i-kid-you-not-bishop-drive-1,https://www.geocaching.com/geocache/GC4VB74_i-kid-you-not-bishop-drive-1,N 45° 56.296,W 066° 40.282,Canada,New Brunswick,,99,4
GC4VB75,"I ""Kid"" you not - Bishop Drive # 2",i-kid-you-not-bishop-drive-2,https://www.geocaching.com/geocache/GC4VB75_i-kid-you-not-bishop-drive-2,N 45° 56.318,W 066° 40.139,Canada,New Brunswick,,97,4
GC4WG7P,Go Fish!,go-fish,https://www.geocaching.com/geocache/GC4WG7P_go-fish,N 45° 54.769,W 066° 41.117,Canada,New Brunswick,,35,2
GC4WGDC,Hummmmmmm....,hummmmmmm,https://www.geocaching.com/geocache/GC4WGDC_hummmmmmm,N 45° 56.724,W 066° 42.030,Canada,New Brunswick,,61,3
GC4WKC3,"I ""Kid"" You Not - UNB Woodlot (East)",i-kid-you-not-unb-woodlot-east,https://www.geocaching.com/geocache/GC4WKC3_i-kid-you-not-unb-woodlot-east,N 45° 54.934,W 066° 38.510,Canada,New Brunswick,,56,3
GC4X043,Chalet in the Woods,chalet-in-the-woods,https://www.geocaching.com/geocache/GC4X043_chalet-in-the-woods,N 45° 22.975,W 065° 58.621,Canada,New Brunswick,,115,5
GC4X4YA,Berenstain Bears: Visit the Dentist,berenstain-bears-visit-the-dentist,https://www.geocaching.com/geocache/GC4X4YA_berenstain-bears-visit-the-dentist,N 45° 52.810,W 066° 47.998,Canada,New Brunswick,,110,5
GC4X4YH,Berenstain Bears: The Bad Habit,berenstain-bears-the-bad-habit,https://www.geocaching.com/geocache/GC4X4YH_berenstain-bears-the-bad-habit,N 45° 52.689,W 066° 47.726,Canada,New Brunswick,,98,4
GC4X68V,Berenstain Bears: Treat Others Kindly,berenstain-bears-treat-others-kindly,https://www.geocaching.com/geocache/GC4X68V_berenstain-bears-treat-others-kindly,N 45° 51.273,W 066° 48.065,Canada,New Brunswick,,79,4
GC4X69A,Berenstain Bears: We Love Our Mom,berenstain-bears-we-love-our-mom,https://www.geocaching.com/geocache/GC4X69A_berenstain-bears-we-love-our-mom,N 45° 51.109,W 066° 48.364,Canada,New Brunswick,,75,3
GC4XBQW,Qu1ck One for Geodimeter,qu1ck-one-for-geodimeter,https://www.geocaching.com/geocache/GC4XBQW_qu1ck-one-for-geodimeter,,,Canada,New Brunswick,,1,1
GC4ZRKG,Riding the rails,riding-the-rails,https://www.geocaching.com/geocache/GC4ZRKG_riding-the-rails,N 45° 57.483,W 066° 37.417,Canada,New Brunswick,,62,3
GC50XV3,The Replacement,the-replacement,https://www.geocaching.com/geocache/GC50XV3_the-replacement,N 45° 19.512,W 066° 11.958,Canada,New Brunswick,,78,4
GC50XWW,Nerepis,nerepis,https://www.geocaching.com/geocache/GC50XWW_nerepis,N 45° 23.781,W 066° 17.625,Canada,New Brunswick,,55,3
GC50XXP,Geocaching Blvd.,geocaching-blvd,https://www.geocaching.com/geocache/GC50XXP_geocaching-blvd,N 45° 24.178,W 066° 18.430,Canada,New Brunswick,,47,2
GC52PFM,CIRCLE SQUARE / CERCLE CARRÉ,circle-square-cercle-carré,https://www.geocaching.com/geocache/GC52PFM_circle-square-cercle-carré,N 47° 00.936,W 067° 45.352,Canada,New Brunswick,,56,3
GC537FB,Substation,substation,https://www.geocaching.com/geocache/GC537FB_substation,N 45° 55.592,W 065° 47.608,Canada,New Brunswick,,42,2
GC5381A,Welcome to McAdam,welcome-to-mcadam,https://www.geocaching.com/geocache/GC5381A_welcome-to-mcadam,N 45° 35.037,W 067° 20.039,Canada,New Brunswick,,54,3
GC556V7,Old Mitchell Cemetary,old-mitchell-cemetary,https://www.geocaching.com/geocache/GC556V7_old-mitchell-cemetary,N 46° 34.133,W 066° 05.844,Canada,New Brunswick,,36,2
GC578AR,Sentiers NB Trails - Miramichi,sentiers-nb-trails-miramichi,https://www.geocaching.com/geocache/GC578AR_sentiers-nb-trails-miramichi,N 47° 01.133,W 065° 33.129,Canada,New Brunswick,,89,4
GC578C3,Sentiers NB Trails - Grand Falls,sentiers-nb-trails-grand-falls,https://www.geocaching.com/geocache/GC578C3_sentiers-nb-trails-grand-falls,N 47° 02.951,W 067° 45.090,Canada,New Brunswick,,59,3
GC57GNR,Nursery Graveyard,nursery-graveyard,https://www.geocaching.com/geocache/GC57GNR_nursery-graveyard,N 47° 01.024,W 065° 35.290,Canada,New Brunswick,,21,1
GC57P75,Let's go shopping!,lets-go-shopping,https://www.geocaching.com/geocache/GC57P75_lets-go-shopping,N 47° 03.573,W 067° 45.167,Canada,New Brunswick,,37,2
GC57P91,"""Kent"" you find it?",kent-you-find-it,https://www.geocaching.com/geocache/GC57P91_kent-you-find-it,N 47° 03.533,W 067° 45.038,Canada,New Brunswick,,95,4
GC57QQ0,FGT: York Street Rail Station,fgt-york-street-rail-station,https://www.geocaching.com/geocache/GC57QQ0_fgt-york-street-rail-station,N 45° 57.355,W 066° 38.914,Canada,New Brunswick,,240,10
GC58011,Tubular Cache,tubular-cache,https://www.geocaching.com/geocache/GC58011_tubular-cache,N 47° 03.056,W 067° 45.697,Canada,New Brunswick,,20,1
GC5844M,Rockkin Reddin 2,rockkin-reddin-2,https://www.geocaching.com/geocache/GC5844M_rockkin-reddin-2,N 45° 36.013,W 065° 51.008,Canada,New Brunswick,,0,0
GC58E3C,Bookmobile – Did you see it?,bookmobile-–-did-you-see-it,https://www.geocaching.com/geocache/GC58E3C_bookmobile-–-did-you-see-it,N 45° 56.656,W 066° 41.516,Canada,New Brunswick,,137,6
GC593H9,Challenge - 360 degrees of New Brunswick,challenge-360-degrees-of-new-brunswick,https://www.geocaching.com/geocache/GC593H9_challenge-360-degrees-of-new-brunswick,N 45° 53.654,W 066° 36.302,Canada,New Brunswick,,15,1
GC59VDG,Just For Laughs,just-for-laughs,https://www.geocaching.com/geocache/GC59VDG_just-for-laughs,N 45° 58.070,W 066° 42.978,Canada,New Brunswick,,87,4
GC5A9BZ,KVFalcon's cache #3,kvfalcons-cache-3,https://www.geocaching.com/geocache/GC5A9BZ_kvfalcons-cache-3,N 45° 22.632,W 065° 59.914,Canada,New Brunswick,,52,3
GC5BPNM,Walk the Land Plank,walk-the-land-plank,https://www.geocaching.com/geocache/GC5BPNM_walk-the-land-plank,N 45° 58.445,W 066° 53.336,Canada,New Brunswick,,90,4
GC5C15P,"Welcome to Sussex- Balloons, Bridges, Beauty",welcome-to-sussex-balloons-bridges-beauty,https://www.geocaching.com/geocache/GC5C15P_welcome-to-sussex-balloons-bridges-beauty,N 45° 43.394,W 065° 31.654,Canada,New Brunswick,,143,6
GC5CN5H,"NBGWGP: Dispatches: William Henry Metcalf, VC",nbgwgp-dispatches-william-henry-metcalf-vc,https://www.geocaching.com/geocache/GC5CN5H_nbgwgp-dispatches-william-henry-metcalf-vc,N 45° 56.914,W 066° 41.380,Canada,New Brunswick,,112,5
GC5CN69,NBGWGP: Dispatches: Midshipman Victor Hatheway,nbgwgp-dispatches-midshipman-victor-hatheway,https://www.geocaching.com/geocache/GC5CN69_nbgwgp-dispatches-midshipman-victor-hatheway,N 45° 57.475,W 066° 43.614,Canada,New Brunswick,,111,5
GC5CNWJ,NBGWGP: Home Front: Hartt Boot & Shoe Factory,nbgwgp-home-front-hartt-boot-&-shoe-factory,https://www.geocaching.com/geocache/GC5CNWJ_nbgwgp-home-front-hartt-boot-&-shoe-factory,N 45° 57.423,W 066° 39.030,Canada,New Brunswick,,235,10
GC5CQ4P,After the Sun Goes Down,after-the-sun-goes-down,https://www.geocaching.com/geocache/GC5CQ4P_after-the-sun-goes-down,N 45° 18.221,W 066° 13.482,Canada,New Brunswick,,20,1
GC5E5WJ,New Road- Cornridge Road,new-road-cornridge-road,https://www.geocaching.com/geocache/GC5E5WJ_new-road-cornridge-road,N 45° 57.353,W 065° 18.906,Canada,New Brunswick,,69,3
GC5F6CD,Just hangin' around,just-hangin-around,https://www.geocaching.com/geocache/GC5F6CD_just-hangin-around,N 47° 02.850,W 065° 25.267,Canada,New Brunswick,,0,0
GC5FJ18,Alex' 1st cache!,alex-1st-cache,https://www.geocaching.com/geocache/GC5FJ18_alex-1st-cache,N 45° 58.847,W 066° 38.385,Canada,New Brunswick,,35,2
GC5GCER,Beach Trail,beach-trail,https://www.geocaching.com/geocache/GC5GCER_beach-trail,N 46° 01.042,W 066° 37.580,Canada,New Brunswick,,101,5
GC5GNCA,How much wood........?,how-much-wood,https://www.geocaching.com/geocache/GC5GNCA_how-much-wood,N 45° 57.449,W 066° 42.154,Canada,New Brunswick,,33,2
GC5H868,"Up, Up We Go",up-up-we-go,https://www.geocaching.com/geocache/GC5H868_up-up-we-go,N 45° 52.219,W 066° 51.768,Canada,New Brunswick,,31,2
GC5H9TH,A room with a view - Northside,a-room-with-a-view-northside,https://www.geocaching.com/geocache/GC5H9TH_a-room-with-a-view-northside,,,Canada,New Brunswick,,1,1
GC5HHQ2,Woo-WHO!,woowho,https://www.geocaching.com/geocache/GC5HHQ2_woowho,N 45° 58.657,W 066° 40.034,Canada,New Brunswick,,43,2
GC5HVW9,Royal road exit,royal-road-exit,https://www.geocaching.com/geocache/GC5HVW9_royal-road-exit,N 45° 59.416,W 066° 39.814,Canada,New Brunswick,,34,2
GC5HY03,Ringing in the new year,ringing-in-the-new-year,https://www.geocaching.com/geocache/GC5HY03_ringing-in-the-new-year,N 45° 53.560,W 066° 41.306,Canada,New Brunswick,,7,1
GC5J6EN,How many parks?,how-many-parks,https://www.geocaching.com/geocache/GC5J6EN_how-many-parks,N 45° 58.578,W 066° 39.950,Canada,New Brunswick,,22,1
GC5JHDJ,Tree Cemetery,tree-cemetery,https://www.geocaching.com/geocache/GC5JHDJ_tree-cemetery,N 45° 59.691,W 066° 39.924,Canada,New Brunswick,,15,1
GC5JTKY,Ruby Red,ruby-red,https://www.geocaching.com/geocache/GC5JTKY_ruby-red,N 45° 58.707,W 066° 42.052,Canada,New Brunswick,,77,4
GC5KJEP,Be prepared ...,be-prepared-,https://www.geocaching.com/geocache/GC5KJEP_be-prepared-,N 45° 54.538,W 066° 44.770,Canada,New Brunswick,,58,3
GC5KMMV,Radioactive Pine Cone,radioactive-pine-cone,https://www.geocaching.com/geocache/GC5KMMV_radioactive-pine-cone,N 45° 57.748,W 066° 52.046,Canada,New Brunswick,,51,3
GC5MTZR,See any Fawns? #1,see-any-fawns-1,https://www.geocaching.com/geocache/GC5MTZR_see-any-fawns-1,N 45° 56.709,W 066° 45.649,Canada,New Brunswick,,44,2
GC5MVJE,Sugar Bush Trail #4,sugar-bush-trail-4,https://www.geocaching.com/geocache/GC5MVJE_sugar-bush-trail-4,N 45° 58.163,W 066° 54.332,Canada,New Brunswick,,35,2
GC5MWY0,New Road ?,new-road-,https://www.geocaching.com/geocache/GC5MWY0_new-road-,N 45° 59.963,W 066° 39.692,Canada,New Brunswick,,14,1
GC5N072,New Maryland Streaker series #1,new-maryland-streaker-series-1,https://www.geocaching.com/geocache/GC5N072_new-maryland-streaker-series-1,N 45° 53.486,W 066° 41.207,Canada,New Brunswick,,59,3
GC5N07X,New Maryland Streaker series #2,new-maryland-streaker-series-2,https://www.geocaching.com/geocache/GC5N07X_new-maryland-streaker-series-2,N 45° 53.343,W 066° 41.158,Canada,New Brunswick,,73,3
GC5N392,Key Not Required,key-not-required,https://www.geocaching.com/geocache/GC5N392_key-not-required,N 45° 54.311,W 066° 45.452,Canada,New Brunswick,,67,3
GC5N5VJ,Caching around the Northside # 1,caching-around-the-northside-1,https://www.geocaching.com/geocache/GC5N5VJ_caching-around-the-northside-1,N 45° 58.960,W 066° 36.823,Canada,New Brunswick,,65,3
GC5N5VW,Caching around the Northside # 2 (Wal-Mart),caching-around-the-northside-2-walmart,https://www.geocaching.com/geocache/GC5N5VW_caching-around-the-northside-2-walmart,N 45° 59.353,W 066° 37.498,Canada,New Brunswick,,97,4
GC5N5ZD,See any Fawns (or maybe Moose)? #3,see-any-fawns-or-maybe-moose-3,https://www.geocaching.com/geocache/GC5N5ZD_see-any-fawns-or-maybe-moose-3,N 45° 56.531,W 066° 46.065,Canada,New Brunswick,,38,2
GC5N61J,"""BIG SURPRISE""",big-surprise,https://www.geocaching.com/geocache/GC5N61J_big-surprise,N 45° 57.262,W 066° 42.381,Canada,New Brunswick,,28,2
GC5N7ZR,Caching around the Northside # 4,caching-around-the-northside-4,https://www.geocaching.com/geocache/GC5N7ZR_caching-around-the-northside-4,N 45° 59.945,W 066° 37.885,Canada,New Brunswick,,51,3
GC5N80G,Chillin' with Mya,chillin-with-mya,https://www.geocaching.com/geocache/GC5N80G_chillin-with-mya,N 45° 59.854,W 066° 38.964,Canada,New Brunswick,,27,2
GC5NNBQ,Caching around the Northside # 6,caching-around-the-northside-6,https://www.geocaching.com/geocache/GC5NNBQ_caching-around-the-northside-6,N 45° 59.082,W 066° 37.308,Canada,New Brunswick,,64,3
GC5P23Z,Run away dog,run-away-dog,https://www.geocaching.com/geocache/GC5P23Z_run-away-dog,N 45° 59.481,W 066° 38.768,Canada,New Brunswick,,22,1
GC5P6MH,Caching around the Northside # 7,caching-around-the-northside-7,https://www.geocaching.com/geocache/GC5P6MH_caching-around-the-northside-7,N 45° 58.635,W 066° 38.380,Canada,New Brunswick,,36,2
GC5PHND,463 Centimeters,463-centimeters,https://www.geocaching.com/geocache/GC5PHND_463-centimeters,N 45° 59.057,W 066° 40.210,Canada,New Brunswick,,22,1
GC5PRBX,Spring,spring,https://www.geocaching.com/geocache/GC5PRBX_spring,N 45° 58.590,W 066° 38.790,Canada,New Brunswick,,42,2
GC5PZ8R,See any Fawns? #2,see-any-fawns-2,https://www.geocaching.com/geocache/GC5PZ8R_see-any-fawns-2,N 45° 56.666,W 066° 46.086,Canada,New Brunswick,,40,2
GC5T8G2,TNT....Dynamite!,tntdynamite,https://www.geocaching.com/geocache/GC5T8G2_tntdynamite,N 45° 58.807,W 066° 50.329,Canada,New Brunswick,,44,2
GC5TH6F,WELCOME TO THE 'CHI,welcome-to-the-chi,https://www.geocaching.com/geocache/GC5TH6F_welcome-to-the-chi,N 47° 01.236,W 065° 26.775,Canada,New Brunswick,,91,4
GC5TTTE,Will You Marry Me?,will-you-marry-me,https://www.geocaching.com/geocache/GC5TTTE_will-you-marry-me,N 45° 57.419,W 066° 37.775,Canada,New Brunswick,,78,4
GC5TW26,2nd Hanwell Cub Scouts - Blue Six,2nd-hanwell-cub-scouts-blue-six,https://www.geocaching.com/geocache/GC5TW26_2nd-hanwell-cub-scouts-blue-six,N 45° 54.437,W 066° 44.802,Canada,New Brunswick,,30,2
GC5TW2K,2nd Hanwell Cub Scouts - Green Six,2nd-hanwell-cub-scouts-green-six,https://www.geocaching.com/geocache/GC5TW2K_2nd-hanwell-cub-scouts-green-six,N 45° 54.347,W 066° 44.803,Canada,New Brunswick,,27,2
GC5TW2P,2nd Hanwell Cub Scouts - Grey Six,2nd-hanwell-cub-scouts-grey-six,https://www.geocaching.com/geocache/GC5TW2P_2nd-hanwell-cub-scouts-grey-six,N 45° 54.227,W 066° 44.817,Canada,New Brunswick,,26,2
GC5VR85,Who Remembers the old Covered Bridge?,who-remembers-the-old-covered-bridge,https://www.geocaching.com/geocache/GC5VR85_who-remembers-the-old-covered-bridge,N 45° 26.668,W 066° 19.810,Canada,New Brunswick,,47,2
GC5VRBH,Never Forget the Fallen,never-forget-the-fallen,https://www.geocaching.com/geocache/GC5VRBH_never-forget-the-fallen,N 45° 27.375,W 066° 20.511,Canada,New Brunswick,,45,2
GC5W5A9,1st New Maryland Beavers,1st-new-maryland-beavers,https://www.geocaching.com/geocache/GC5W5A9_1st-new-maryland-beavers,N 45° 53.939,W 066° 40.911,Canada,New Brunswick,,34,2
GC5XJ5D,Figure Me Out #9,figure-me-out-9,https://www.geocaching.com/geocache/GC5XJ5D_figure-me-out-9,N 45° 48.798,W 066° 10.954,Canada,New Brunswick,,20,1
GC5Z852,End of the Parkway,end-of-the-parkway,https://www.geocaching.com/geocache/GC5Z852_end-of-the-parkway,N 45° 59.456,W 066° 40.177,Canada,New Brunswick,,46,2
GC5Z85H,Cook's Landing ?,cooks-landing-,https://www.geocaching.com/geocache/GC5Z85H_cooks-landing-,N 45° 58.947,W 066° 37.081,Canada,New Brunswick,,29,2
GC5ZJ96,LOOKING GOOD!,looking-good,https://www.geocaching.com/geocache/GC5ZJ96_looking-good,N 45° 57.112,W 066° 41.517,Canada,New Brunswick,,32,2
GC600WZ,A Cache for Carl,a-cache-for-carl,https://www.geocaching.com/geocache/GC600WZ_a-cache-for-carl,N 45° 55.758,W 066° 07.133,Canada,New Brunswick,,28,2
