GC,lon,lat,type,Description
GC607QR,33.28583,-87.48183,Type.mystery,the lab boys whipped up another test so heres the deal demonstrate your abilities and knock out this trivia about me cave johnson a shes the backbone of this facility pretty as a postcard too sorry fellas shes married to science who is she 1 caroline 2 chell 3 my sister 4 my mom b all these science spheres are made out of asbestos by the way but why 5 easy maintenance 6 long lasting 7 keeps out the rats 8 because i said so c our lab boys determined the median latency for asbestos symptoms what is it add each digit of the answer together and divide by 7 d the lab boys warned me this could cause my kidneys to fail what is it 3 asbestos 7 radiation 9 alcohol 5 moon rocks e due to legal proceedings concerning the ethics of our testing in 1961 i had to order the lower areas of test shaft be closed off f my father was a professor at the institute of farming and he farmed for years g aperture fixtures was constructed in underground caves in upper michigan what year did i purchase the former salt mine third digit times 2 n 33 abcbd w 087 cefgd geochecker
GC60G9R,32.48055,-84.87818,Type.traditional,not far from the walking trail
GC60XTN,41.96822,44.20697,Type.traditional,the cave monastery of uplistsikhe is placed 12 km in the southeast of gori and was built in the 15th century bc slaves carved the monastery in the rock up to now you can see the remain of the water system a wine cellar a pharmacy the ruins of a theatre and the main street of the city its similar to vardzia but smaller we were really impressed by this cave monastery you can walk through the caves and feel line an caveman the cache is hidden at the top of the cave monastery it is a small box which is hidden in the wall at eye level please watch the spoiler pictures so that you need not destroy the wall when searching for the cache enjoy it and happy caching coly007
GC615D8,46.06832,-122.2263,Type.traditional,this cache was meant to honor one of our geocaching members ole near oles cave the cache itself is about a half mile short of the cave we hope you take the time to grab the cache on your way up to the cave or cave after caching please be considerate of the area around the cache and cave park at the parking waypoint provided and then walk the old logging road do not stray until you come to a point where the forest turns into a lava flow fieldyou will know it when you see it it is about a 40 minute walk from the parking area small ftf gift
GC619AQ,43.49687,-96.73762,Type.traditional,
GC61BER,43.7126,-103.69718,Type.traditional,the helen beryl mine pegmatite is 250 feet long and as much as 140 feet wide which contains deposits of beryl spodumene potassium feldspar mica and columbitetantalite one of the beryl crystals taken from the mine was 8 inches tall and weighed 113 pounds this mine is popular with rock enthusiast use extreme caution around the mine take fs 409 on forest service maps the road leading into the mine is fs409 1a but the marker is no longer there refer to the additional way point for the turn off this road will follow a fence line with a ranch just across the fence before heading up to the mine this is one of the larger mines in the area the cache is not in the mine for safety reasons watch the kiddies pets and big people it is a long way to the bottom
GC624NP,39.83625,-120.12645,Type.traditional,
GC62JV8,46.46313,-94.04033,Type.traditional,snow shoe mine access this lake is also a trout lake small but beautiful i hate placing a hide in poison ivy laden areas cache is in a location where you can work around the pison ivy without trouble just stay in the long grass en route to the hide then after you have made your discovery make sure to take the trail down to the lake its a beauty ftf honors go to ag mick 10 nice photos and all that new swag thanks for visiting
GC62V61,34.16377,-85.37327,Type.traditional,this cache is placed at grace fellowship baptist church please use respect when hunting this cache and do not destroy the rock alter look at the hint please do not hunt this cache while church services are in session this cache is placed with the chuchs permission congratulations to kiteflyerbec for the ftf
GC62V7B,34.07142,-85.33915,Type.traditional,this cache is named from an old tale in these parts the cache is not hard to find but please replace as found this cache is not in the same location as it was in the past please follow your gps congratulations to kmcoffee22 and jmom583 for ftf honors
GC62V7G,34.11428,-85.33253,Type.traditional,welcome to cave spring this cache is placed on the welcome sign there is no need to remove any rock surrounding this sign it is hidden in plain sight this cache has been changed to a bison tube you may need tweezers to remove it congratulations to kiteflyerbec for the ftf
GC62V7T,34.10913,-85.34102,Type.traditional,this cache is placed on city owned property this cache is another for the numbers it will not be hard to locate please return cache to its correct spot congratulations to kmcoffee22 and jmom583 for ftf honors
GC62VED,47.54117,-92.34282,Type.traditional,some of the old natural iron ore mines in the area offer some pretty neat views with the different colors of rock on the walls walking is on a well established but rough atv trail with the cache being off the trail by less than a hundred feet the walk will be easier on the way in than on the way out if the coordinates lead you down a steep bank you are going to far cache is a smaller camoflaged container with log book ftf dollar and some small swag
GC631CE,34.60703,-117.84022,Type.traditional,so little buggie and i were out getting some tuff caches near by see valley view and decided we need one a little closer down the hill we came up one this little cave and she loved it she then went one to say what she wanted to name this cache she rattled it off like she had been saving it up for the right one this is a short hike from the road and should be great for kids
GC63JC3,45.61032,-91.3556,Type.traditional,hide 952 five man cave is supposed to be 681 feet deep however the quartzite rocks where the cave is located rarely has deep caves unlike those found in limestone back in the day mummified parts were found in the cave with some artifacts it was found by a poacher that used its location as a bargaining chip to get off for violating a video of the area is available on youtube at five man cave there are spoilers in the video i went as far as i dared into the cave i didnt want to run into a skunk or a bear when the only way out is through me i did fight off 2 velociraptors 1 facehugger and 3 aliens inside but a cave bear crossed the line there are several more caves in the area and you have to be very careful not to fall in some areas if you walk in from the parking area at the end of taylor road it is about a 3 mile round trip the access runs off the corner of taylor road and hanson road taylor road follows the sawyer rusk county line where taylor road meets the intersecting road to the east the road changes names from richel road if you are heading north from bruce and irish road if you are heading south from exeland i hope you enjoy this area for articles and information that goes beyond the geocache and more into the adventure and details about the surrounding area and events please visit our website at team northwoods geocachingcom for up to date information about caches and events follow or like our facebook page at team northwoods community facebook page this cache was placed by a members of the wga click to visit our website
GC63N92,30.30925,-97.94707,Type.traditional,the cache is inside the historic cemetary go through the gate to access the cache please be respectful of the cemetery and its inhabitants at all times
GC63XEC,37.73467,-97.36157,Type.event,you may have heard that this years geocaching international film festival was rained outbut that doesnt mean that these amazing films wont see the light of day now the worldwide geocaching community can watch them at local giffs come join the fun and experience the geocaching international film festival right here in kansas what geocaching international film festival when saturday november 7th 630830 pm the show will start promptly at 700 pm and last about an hour where shideler home theater please note that this location has stairs moved to pvumc 1600 w 27th st n wichita ks 67204 bring movie snacks to share please rsvp so we know if we need to get a bigger location giff weekend is your chance to watch the entire reel of the 16 finalist films from the 2015 geocaching international film festival on the weekend of november 58 only geocachers will host geocaching events at which these films will be shown publicly for the first time so get ready its a global geocaching movie night with every new incredible geocache container every clever hide every log that reads like an epic journey it becomes more and more apparent the geocaching community is one of the most creative groups of people on the planet were going to showcase that creativity with the geocaching international film festival update if we have more then 20 rsvp before oct 22 will be moving the location so if you think you are going to come please rsvp asap will i earn a souvenir for attending a giff weekend event yes geocaching hq announced on october 6th that a new souvenir will be released for giff weekend attendees of registered giff weekend events will earn the souvenir
GC644DF,32.66275,-97.4026,Type.traditional,the lost ledgestone mine from the discovery of silver near el paso in the late 1600s through the present day tales of lost texas silver mines have lured treasureseekers to strike out in search of hidden riches some of the legends surrounding the los almagres mine in llano county also known as the lost san saba mine and the lost chisos mine in big bend have proven to be more than just stories but what about the lost ledgestone mine of southwest fort worth prospectors hoping to strike silver at this cache will need to enter the mine shaft at the trailhead coordinates the right square is the right square and hike 270 yards south congratulations to fatmatt86 slimshadyjo1 and bigsiss1987 for firsttofind
GC64BZ5,47.65792,-117.21495,Type.event,come on down to the cave to watch all the giff geocaching international film festival 2015 finalists we will provide the popcorn you bring your favorite other snack to share and a favorite beverage nu home brew next door should be open at the start what to bring a chair a snack to share your favorite beverage see you friday at the movies
GC658,33.44222,-84.67677,Type.traditional,the cache is a red and white halfgallon insulated jug it contains a log book a disposable camera and trinkets if you find it please sign the log book snap a photo of yourself take a trinket and leave a trinket thanks
GC65F0N,46.40752,-90.29183,Type.traditional,like to cache in northern wisconsin we do this cache placed by a member of unga the cache can be easily accessed by turning south off of hwy 77 onto plummer mine road and is located in a park with a woodsy setting accessible by car hiking atv and mountain biking in the warm months and by snowmobile in the winter iron was the prime resource that once made this a booming community the only remaining headframe from the old mining days in wisconsin stands just west of hurley at the plummer mine interpretive park the 80 foot headframe is the last of these steel structures that once dominated the skyline of the penokee iron range later known as the gogebic range negotiations began between the town of pence whose committee wanted to prevent demolition of this headframe and the oglebaynorton mining company who wanted to tear down the headframe for scrap began in 1967 at the iron county historical society applications were made to nominate the structure as a wisconsin historic site in 1972 and to place it on the national register of historic places in 1975 the wisconsin historical society recommended the national nomination it was finally accepted on september 24 1997 if you are traveling west from hurley wisconsin to the plummer mine interpretive park you will drive past the cary mine building this art deco building once housed a working iron mine from 1886 to 1964 the cary mine produced high grade iron ore and is located one mile west of hurley just off highway 77 on ringle drive you will also drive through the city of montreal wi and the montreal historic district a great example of a mining town with white painted look alike homes on both sides of hwy 77 and what was once the company store located at the split in the road many of these old mining homes have been kept up by the current owners with and they are also listed in the national register of historic places
GC65FQC,47.59198,-121.99088,Type.multicache,rock cave and paddle paddle to the listed first waypoint here you have a choice i developed a very nice little camoflaged minibison wp it was a thing of beauty with two different little rocks cemented on so that it would still open but as i was placing it it slipped out of my hands and fell into the water at the front of the rock oh no i almost cried but then i decided its all good the water cant be more than 6 or 8 feet deep here and i was worried about the wp getting muggled i will just leave it where it is that will make it easier to answer the question physical or virtual waypoint i always struggle with that one so you can either snorkel to find that physical wp and just read the coordinates to the final or you can answer the following question which will probably take you to it to what would i have attached the marvelously camoflaged mini bison if a small alder tree growing out of the rock add 200 to the latitude and 047 to the longitude if a screweye that someone had inserted into the bottommost above water portion of the crack in the rock add 079 to the latitude and 117 to the longitude if a mooring rope that some previous boater left tied onto the backside of the rock subtract 224 from the latitude and add 550 to the longitude carrying the minutes paddle to the final climb out and grab the soda tube final its a multi so that no one tries to dryland it ntgoob at the final not at wp1 unless you snorkel please watch out for muggles especially fishermen i already had an unlisted geocache taken from a wellhidden location near one of the false final locations
GC65XAY,47.65792,-117.21495,Type.event,start 2pm end 6pm we will provide beverages and some fun board games including cache me if you can feel free to bring any of your familyfriendly favorite tabletop type games to share and play it is thanksgiving holiday weekend perfect for a few hours out of the house to play some games or just hang out with other cachers hope to see you there
GC669Y6,29.51787,-98.5271,Type.traditional,hubert took cowens idea and with the help of employee and fellow inventor david misell began to adapt it according to the energizer web site the first in 1898 were handmade from crude paper and fiber tubes with a bulb and a rough brass refractor they called it an electric hand torch congratulations to herkav8r and sparkyiv for co ftf
GC66AXG,30.30695,-97.94735,Type.traditional,in addition to the fantastic art you will find a spring fed pond and some of the largest oak trees in the city along with over 20 different native species of plants marked by thier own small pieces of art there are several perment pieces of art here including my favorite who i like to call the flying frog but whos offical name is leap of faith the cache is another small piece of hidden art the location is near the fire house and the police station but it is a public area that is accesable at all times
GC66DF,37.56795,-92.03113,Type.mystery,this cave and cache are not for children it is located several hundred feet above the big piney river although this cache can be reached with little problem the cliff drop offs are abrupt and the trails have loose slippery stone the view from the top of the cave is spectacular and is well worth the trip the cave is unusual in its size and shape and will have you wondering at the forces that created it there are three campgrounds within 2 miles of the cache spend a few days exploring the paddy creek wilderness or fishing the big piney river i spent a few hours on the cave bluff watching a10 tank killers practicing low level runs between the ozark hills the cache can be seen from the slabtown bridge at n37 34033 w092 01604 there is private property between the bridge and the cache so it is best to approach from the national forest butch
GC66KFH,37.61052,-88.35068,Type.traditional,whiskey cave is a wet seep spring cave near the base of a seasonal waterfall most times this waterfall is going to just be a trickle but in the spring after some rains you will get to see it in its full glory the cache is hidden high and dry below a mushroom shaped rock maybe not as mushroom shaped as some from all angles but enough that you should be able to spot it this is the fastest cache i have ever hidden i walked up saw a spot protected from the weather reached down and picked up a rock that was in the hiding spot set the cache down and the rock was the perfect size to hide the cache it was like the spot wanted a cache hidden there take some time to check out the rock formations and textures in the bluff from here you can go back the way you came or head south along the bluff to buzzard point and make a loop out of the trails in the hollow
GC673HZ,33.95085,-117.55963,Type.traditional,i thought bison lived on the plains but apparently not you may need a tool of the trade to retrieve this one but it should be a fairly easy find this can potentially be a very high muggle area depending on time of day and day of the week so please be descrete about making this grab or pass it by if you cant hide your activity this cache is in a park with posted hours of 06002200 since this is the closest to the front of the park i will put here what we had in mind when placing caches in this park we are a geocaching family that operates as a team we have two young boys and an infant girl who all come along for our caching adventures we have been on a streak since the day we started and have used geocaching to teach the boys many lessons such as teamwork dedication commitment social interaction and various other lessons in relation to the wildlife and geography native to our travels our hope is that there are other families out there that use this great activity in a similar way so one thing we like is a place we can park pile everyone out and grab a few smileys without having to pack everyone back in the car again and drive to another location we also love seeing new kinds of hides it keeps it fun for the kids that being said we spaced these caches out the best we could so people could grab multiple caches with only one park and unload also we made every cache in the park a different type so each find is a new adventure it would also be good for new cachers to see some different things they may find in the field we hope you all enjoy every find good luck and have fun
GC6779B,41.44868,-71.51382,Type.traditional,the cache is located off the main blazed trail on a smaller nonblazed side trail there are some briers rocks to step over and around a few plank bridges and potential muddiness depending on the weather
GC679G1,36.42948,-94.22568,Type.traditional,not all who wander are lost is a series of caches that may be out of the way but should be worth the trip the caches in the series require you to explore locations after the pavement ends many of the caches have unique containers high rated terrain and not your typical attributes link to other caches in series not all who wander are lost bella vista lake features a 18 mile paved walking trail is at the north end of the razorback greenway and connects to the bentonville trail system we have been exploring this area well before we knew about geocaching and it is time this location had a cache check the waypoints for 3 parking options the closest parking lot has the veterans memorial and a playground from the parking lot walk south along the paved trail cross the wooden bridge and follow the switchback trail up the hill to the cave the entrance to the cave is around 4ft from ground to ceiling once you enter the cave search the wall on the left for a matchstick container if you arent claustrophobic you can explore the entire cave by bear crawling bring a flashlight and a pen please rehide the container so it is out of sight from noncachers be sure to explore the nearby spring waterfall cold caves and mountain bike features along the lower and upper trails this cache will give you a couple points towards the following challenges nwa night owl challenge gc7a8pt nwa danger is my middle name challenge gc7abd8 nwa mans best friend challenge gc7ab76 nwa mother nature challenge gc7a8k8 nwa goatworthy challenge gc7ady8 nwa take a hike challenge gc7a6z6 nwa negative attributes gc7cx74 two for one bonus this location is also an earthcache gc6j651 congrats to the dynamic duo of docgunney and cloakndagger with the ftf
GC681YG,43.67622,-103.6358,Type.traditional,if youre going to have a loop of caches in the southern hills you have to have an old mine so here you go could not find a name for this mine and not sure what they were after although there is a white quartz vein visible theres even an old chair to sit on and contemplate where the cache may be there is an old two track road that goes to the mine but it is no open for motor vehicles so you will have a short hike up the road to the cache area
GC68FEB,36.99092,-119.71415,Type.traditional,me and the cave crew hboo isaian069 and myself set out to place a cache on a particularly rainy day we took refuge in some of these man made caves that have been created by some interesting ruins cache will need some form of tott to remove log a water bottle would be most useful thanks for coming out guys love always benny this cache was hidden by a member of the fresno caching society ftf mtnbiker97
GC695H5,36.97947,-121.94947,Type.traditional,the hike to this spot used to be along a tiny singletrack trail that meant you would expect to get scratched by brambles at least a few times now it has been widened so that one could probably drive a small car along it without scratching the paint job and yet it still leads nowhere except to a few viewpoints over a tiny creek and to this cache the brambles are still there along the edges of the trail theyre just much easier to avoid the park hours are sunrisesunset so synchronize your sundials carefully we saw no poison oak as we placed the cache but this is midwinter so we cannot be sure it will always be so please let us know if po becomes a problem we mean a problem at this site of course in general the purpose of po seems to be as a problem for us central coast geocachers update 20170318 we visited today and noticed some po very nearby but avoidable watch out congratulations to naneki26 for her quickasabunny ftf
GC6ABCQ,36.45802,-94.25857,Type.earthcache,the cache coordinates will bring you to a cave that is fenced in for safety do not climb or cross the fence this earthcache can be done looking through the fence if you arrive during the summer at dusk you can witness the exodus of bats as they exit the cave crystal cave has one of the largest grey bat populations in arkansas the cave is closed and fenced off to protect the bats and cave environment this is an earthcache which will hopefully provide you with an educational experience about a feature on our planet there is no physical container for you to find your visit here will be a fact gathering trip to answer the questions below arkansas the story of geology in this area of arkansas began 500 million years ago during the paleozoic era during this time arkansas was covered by an ocean which was fairly shallow here as plants and animals died their shells composed of calcium compounds accumulated on the bottom along with sand and clay under pressure with proper chemical conditions these materials became the predominate rocks of todays arkansas limestone sandstone siltstone and shale types of rocks the world has three types of rocks igneous sedimentary and metamorphic today we are going to learn about two sedimentary rocks limestone limestone is a sedimentary rock and makes up about 10 of the total volume of sedimentary rocks it is commonly used in architecture in north america since limestone is readily available and fairly easy to cut into blocks or produce elaborate carvings it stands up well to exposure from the weather so it is long lasting limestone came from the beds of evaporated seas and from sea animal shells it is composed primarily of calcium carbonate in the form of the mineral calcite it was a popular building material in the late 19th and early 20th centuries sandstone sandstone is a clastic sedimentary rock composed mostly of sandsized minerals or rock grains most sandstone is composed of quartz andor feldspar which are the most common minerals in the earths crust it is found in a wide range of color and often forms highly visible cliffs it allows percolation of water and is better at filtering pollutants from the surface than limestone arkansas caves arkansas caves can be divided into two divisions manmade and natural with the later being subdivided into two distinct types fissure caves and stream erosion caves while occurring mainly in limestone fissure caves are caused by geologic faulting along natural fault lines with subsequent water erosion stream erosion caves are mostly made by underground streams in sandstone fissure caves are usually narrow with the entrance somewhere near the top of a bluff face from the entrance they follow a somewhat winding downward path these caves have little to no stalactite or stalagmite formations stream erosion caves tend to slope gently upward from the entrance and there is usually evidence of water action you will frequently encounter small underground streams along with stalactite and stalagmites sources wikipedia visit link do not cross or enter the fence all observations must be made from outside the fence earthcache requirements to demonstrate the educational value of this cache please answer the following questions submit the answers to these questions by messaging us through our profile page or at the following email <email> do not post your answers with your log photos are optional but appreciated and encouraged sadly due to previous experience with cachers we have had to instill some new rules regarding our earthcaches please do not log this earthcache as found until after you email the answers to the cache page questions you may log the cache as found after the answers are sent without waiting for our response each logging cacher childrens found logs just need to reference their parents answers must email their own answers with their found log logs that do not follow these guidelines will be deleted without notification if your log is deleted you may relog the cache after you send the answers to us please include your geocaching name and the number of people in your group with your email and answers 1 please estimate the dimensions of the cave entrance 2 based on the information above and on the sign at the coordinates is this a fissure cave or a stream erosion cave what observations did you make while coming to your conclusion 3 if you were lucky enough to see the bats exiting the cave please describe your experience
GC6ACM8,30.13543,-95.52075,Type.traditional,ive set the difficulty level on this one as a 45 when you find it you will know why you brave soul please place the cache back the way you found it so the next cacher can get the same enjoyment 😉 the container holds a log sheet pencil small goodies and a special prize for ftf
GC6APKH,30.3509,-97.37187,Type.traditional,so get yourself a book and find a nice place to read this location was needing some geofun
GC6B192,42.21307,-90.91287,Type.event,please note parking will be along the gravel road near the field entrance there are no parking spaces for the preserve if you are interested in attending this even make sure you click the watch link above in case there are any weather or time related changes to the event see you there 2015 searryls cave hike event <url>
GC6B8,38.13247,-94.71213,Type.traditional,this cache is in a clear plastic container with a white colored lid approximately 12 by 8 inches in size and about 3 inches deep when i placed it it contained a pen two 2 pencils in case the pen stops working a note pad and a pencil sharpener in one plastic zip lock bag a pocket calculator a childrens video veggie tales a candle holder a small handy screwdriver a stone pyramid one sacagawea gold dollar coin two extra empty plastic zip lock bags and the geocache site information sheet
GC6BFT0,45.62622,-91.35508,Type.cito,were are going to meet at the end of taylor road for a 1 hour cito meet and greet event event time will start at 1000 and end at 1100 am leaving plenty of time after the cleaning to get some geoaching in after the event location is at the end of taylor road off of riechel road this event will be a great way for everyone to get together again after a long cold caching season there are many options available for geocaching in the blue hills there is the blue hills trail with 386 geocaches the devils kettle grundy canyon rock creek felsenmeer harris felsenmeer skink mountain felsenmeer and several unnamed water falls in the area the main plan is to head down to five man cave at 1100 after the cito event as with last year the cito event does go on throughout the day as we hike but that is not officially an event it is just geocachers seeing great sites having a great time and making the area a little better then we found it bring a pack lunch if you like because there are very few places to get a bite to eat other than some wild spring onions once we get to the the five man cave area we will have lunch and check out the area there are a few more caves and neat features in the immediate area around five man cave total hike will be around 2 miles in and out very little bushwhacking except the last little bit to get to the cave will be the easiest hike at one of these event so far for articles and information that goes beyond the geocache and more into the adventure and details about the surrounding area and events please visit our website at team northwoods geocachingcom for up to date information about caches and events follow or like our facebook page at team northwoods community facebook page this cache was placed by your board member of the wga click to visit our website
GC6BKMX,29.783,-95.71483,Type.traditional,
GC6BMWC,34.61868,-86.13138,Type.traditional,
GC6BQ09,34.60712,-117.83777,Type.traditional,takes a little bit of hike on medium terrain medium sized watertight container
GC6CZ0N,42.1961,-90.87498,Type.event,join me as we hike to frankensteins cave and explore the bluffs and trails in that part of the ozark wildlife area jackson county conservation calendar of events join me for a saturday morning hike at the ozark wildlife area be sure to wear the proper shoesboots and clothes for walking the trail and hiking in the timber it is also tick and mosquito season so make sure to bring your bug repellant a walking stick bottled water and sun screen might be handy items to bring along we will meet at the posted coordinates and either drive to the pedestrian entrance or hike the entire way in the pedestrian entrance is about 34 of a mile from the posted coordinates and the cave formations are another 14 mile from there a naturalist from jackson county conservation might be along for the hike to help with any questions we have hike to frankensteins cave 2015 please remember that all caches in the jackson county conservation areas are cito locations as always be safe be courteous be respectful and have fun member
GC6D0N5,39.26473,-77.27995,Type.traditional,squeezing in another one depending on the season this might require major bushwacking i approached by heading up the trail a bit to a clear area before leaving the path and then making my way around to it
GC6D1VA,31.18933,-98.08847,Type.traditional,tgus cache is up for adoption message me if you would be willing to care for it
GC6DAQB,34.41873,-86.40318,Type.traditional,the cache is located on the southeast side of cave mountain just off the east leg of the white trail this is a great area to spend the day hiking and exploring dont forget your tick spray
GC6DG45,34.59123,-86.51918,Type.letterbox,do not approach from the top this is a hidden gem on green mountain oh the residents have been enjoying it for a long time but just now thanks to a generous donor who lives on green mountain this is now accessible to all its a beauty i love to hike here in the spring or after a big rain its just cool do not approach from the top follow the trail all the way around to ground zero its steep in several places but you can see waterfalls and the actual cave though not really a cave i think its more a bluff but its massive please replace as found trade up and mind the terrain rating this is a 35 mile round trip hike creek crossing and bluffs so mind your kids both the red and blue trails lead to this cache so you can take your pick thank you to the landtrust for providing new trails to the waterfalls also this area has no cell coverage so youll need your gps>
GC6DG63,32.88458,-90.34377,Type.traditional,easy parking for this grab be sure to look carefully for the cache containerfirst looks can be deceiving please replace in the position you found it so passing muggles dont become curious byop happy caching
GC6DHNH,39.95932,-101.74863,Type.traditional,youre on the last stretch to visit horse thief cave i would you good judgement about these dirt roads after a rain or snow turning off onto this last road the condition of the road can deteriorate quickly and theres not many places to turn around easily enjoy your drive in the country watch out for stickers and critters there arent many muggles out here for sure
GC6DHR2,39.99005,-101.74583,Type.traditional,horse thief cave by e s sutton in this pioneer country in the 1880s and 1890s law breaking such as lying stealing and killing was a common thing the settlers lost cattle horses fuel or anything that was badly needed for everyday living the cattlemen wanted to run the settlers out and keep this big range for cattle a vigilante committee was organized made up of settlers on the south fork in kansas whenever a settler lost a cow or a horse to the thieves this group banded together to help him find and recover his property very often they knew who the thieves were but could not prove it on one occasion one of jim gorthys homesteader friends lost seven head of cattle all he had he and the members of the vigilance committee came over to jims place the rest of the story is quoted in jims own words as told to his daughter anna gorthy benge she wrote his life story while he was still living horse thief cavecattle rustling had gotten so bad that the farmers and homesteaders decided it must stop everyone knew who the thieves were but it was impossible to prove anything because the sheriff and his deputy were in on it too one evening i heard some horses coming along it did not pay to take a chance so i moved my gun to a handy place then i saw it was some of my homesteader friends one of them called out jim someone stole my seven head of cattle and they are all i have what do you saycome along with us and well find out what those two irish mickys know the boys elected me the spokesman they were fairly sure where the cattle went and who stole them mike olaughlin and mike sweeney lived in a dugout that was called horse thief cave the remains of this cave can still be seen several miles south of parks if you didnt see the stove pipe sticking out of the ground you would never know there was such a place there it was a pretty goodsized dugout the two mikes expected their neighbors to let their horses and cattle run the range but they never trusted their own out of their sight they kept their horses stabled in the dugout well we rode over there members of the committee surrounded the cave alfred buell and i walked up to the door but we didnt stand in front of it we knew better than that we knocked and kept well to the sides of the door mike sweeney answered and asked who we were and what we wanted i told him i was jim gorthy and i wanted to talk to olaughlin he said that mike had gone to the river and he didnt know when hed be back i told him there was a gang of us around the shack and i knew that olaughlin was in there and wed tear the place to pieces to get him at that i heard a click of a winchester and knew that olaughlins gun was loaded and that he would be coming out i gave the sign to buell and both of us were ready when mike threw open the door and started out buell knocked the rifle upward and as olaughlin stuck the gun barrel out ahead of him he shot into the air at the same time i grabbed mike around the waist and out he came we told him about the stolen cattle and that we wanted to get them back he denied knowing anything about them before mike realized what was happening the boys had a rope around his neck they had rigged up a wagon tongue and had put a rope through the eye of the tongue and had a rope around his neck he wasnt a bit scared and not a bit excited he refused to talk and it looked for awhile until we tightened the rope and gave it a jerk as though we would be forced to have a necktie party finally mike said i will talk to jim gorthy but i wont talk before any of you if you will let me walk over the hill yonder ill tell him we figured there was something crooked ahead but olaughlin was not armed and we were all armed with our guns loaded and would shoot in case he started something i went over the hill with him he studied and thought for quite a spell before he finally told me we would find the cattle north of here on indian creek he knew we meant business and would shoot or string him up if he was lying two men went to the place mike described but it was too late the cattle had been moved on and we never did find them we did find one cow but she was so footsore that she could not travel this showed that the cattle had been pushed to the limit and had been abused mike olaughlin decided that it was getting too warm for him he and black minor pulled out for dakota but mike took a neighbors team with him he was brought back to benkelman but escaped i never heard of olaughlin again ~dundy county heritage dundy county extension council pruett press boulder colorado pp 487 488 489
GC6DPDX,50.6777,-114.24633,Type.traditional,across the old flood drainage and onto the island
GC6DT16,35.37058,-117.99795,Type.traditional,every time we come here the boys dont stay in camp and they explore the sandstone cliffs and crevices this time they found a spot that they wanted to leave a cache in getting close to gz is easy but you will need to climb up the crevices and ledges to reach the cache to reach the cache you will need to be in decent physical condition and be willing to scale up the sandstone rock when you find the right path back to the cache there is a ledge to climb up to this isnt easy but all my 11 to 14 year old scouts were able to make the climb
GC6DZNC,33.02085,-114.66372,Type.multicache,
GC6E0B,39.41263,-76.83407,Type.traditional,if you want a more enjoyable hike start at the visitor center where you can pick up a very useful trail map and where you can see the benches built by our son for his eagle scout project and where the recently placed family delight cache also starts follow the white serpentine trail to the overlook where you can pick up the red choate mine trail to the cache for those more interested in saving time you may park at the overlook on deerpark rd the cache is in a rather interesting place please take care and make sure no one else sees you and carefully rehide it since it is frequently visited site trust your instincts to find it parentsdo watch your children this is a medium size rubbermaid container starting off with a bunch of interesting items lightup taxi keychain final four digital watch us presidents keychain including w coke bottle containing mini crayons harry potter photo album key chain mini sparkle crayons a rubber duckie and a disposable camera dont forget to also go to our nearby pit mine cache also on one of the trails you figure out which one
GC6E0D,39.41697,-76.8317,Type.traditional,the pit mine cache now has the correct coordinates we slipped a digitshould be 902 w not 702 sorry for those who tried earlier please try again this cache is a complement to our choate mine cache and completes the loop of things to see on this trail start preferably at the visitor center where you can obtain a very useful trail map and where you can see the benches built by our son for his scout eagle project minimize hiking off the trails since the park attempts to restore the area esp the serpentine grasses to their natural site the cache is off the trail about 180 we obtained the coordinates with waas averaging on so the callout should be pretty close parents do watch your children the cache contains lots of kid friendly items please cover the cache up carefully since the park is worked on by the rangers frequently for extra credit see if you can find the mistake on the historic sign at the overlook
GC6EBYJ,33.19372,-98.73793,Type.traditional,the cache container is a small container with a blue lid
GC6EJFM,47.3963,-126.9135,Type.earthcache,stalactites and stalagmites are formed by water dripping from fractures in the ceiling of a cave as rainwater percolates through the soil and rock above it dissolves and carries minerals as it passes through tiny bits of minerals usually calcite are left behind on the ceiling as the water drips to the cave floor some of it accumulates below where the drip splashes onto the cave floor depending on the amount of dissolved minerals in the water they can anywhere from decades to millennia to grow how do you tell the difference stalactites have to hang on very tight to stay on the ceiling stalagmites have to grow with all their might to rise above the floor of the cave in ancient times on remulak we hid in caves to shelter from predators our cones were camouflage to help us hide among the stalagmites on the cave floor can you find us hiding in the photo below logging tasks 1 find a cave and go inside 2 check carefully for coneheads hiding among the stalagmites do the colors of the coneheads match the stalagmites 3 check different caves and report in your log whether the coneheads and stalagmites are of different colors if the colors of the stalagmites are different do the coneheads always match 4 show your solidarity with the coneheads and post a photo of yourself wearing a traffic cone on your head with your log this is optional
GC6F05,46.77333,-91.39073,Type.traditional,be sure to visit the wisconsin geocaching association website there is a place in this park that not every visitor will discover but you will if you find the cache once you find the hidden place your looking for a medium size rubbermaid container with a blue lid try to find it without the clue if you can please please please replace the cache exactly as you found it
GC6F7WG,43.87378,-103.92275,Type.traditional,easy finds with enough room for small trackables or swag the roads probably should be avoided if wet
GC6F7WT,43.87068,-103.92758,Type.traditional,a little short walk from the road located close to a well used elk trail probably should not use road if wet
GC6F7XE,43.8651,-103.93187,Type.traditional,well hidden smalll locknlock container after tirning off of limestone road on the way to ice cave probably should not use road while wet
