GC,title,url,lat,lon,country,province/state,county,numfinds,numpage,,,
GC1N8J1,Caching in the Cave: The Visitors Center,https://www.geocaching.com/geocache/GC1N8J1_caching-in-the-cave-the-visitors-center,N 36° 57.197,W 086° 28.430,United States,Kentucky,Warren County (KY),640,26,,,
GC1P2RT,JMFB - The Cave,https://www.geocaching.com/geocache/GC1P2RT_jmfb-the-cave,N 38° 04.601,W 085° 47.580,United States,Kentucky,Jefferson County (KY),18,1,,,
GC1PM18,Sand Cave of Blanton Forest,https://www.geocaching.com/geocache/GC1PM18_sand-cave-of-blanton-forest,N 36° 52.480,W 083° 22.171,United States,Kentucky,Harlan County (KY),35,2,,,
GC1RXZ8,Pig Man's Cave (rock shelter),https://www.geocaching.com/geocache/GC1RXZ8_pig-mans-cave-rock-shelter,N 37° 29.865,W 084° 13.260,United States,Kentucky,Rockcastle County (KY),7,1,,,
GC1RY8W,Hidden River Cave,https://www.geocaching.com/geocache/GC1RY8W_hidden-river-cave,N 37° 10.765,W 085° 54.358,United States,Kentucky,Hart County (KY),39,2,,,
GC1TEXN,Sand Cave,https://www.geocaching.com/geocache/GC1TEXN_sand-cave,N 36° 40.155,W 083° 27.487,United States,Kentucky,Harlan County (KY),15,1,,,
GC1TK9J,Sand Cave Waterfall,https://www.geocaching.com/geocache/GC1TK9J_sand-cave-waterfall,N 36° 40.168,W 083° 27.493,United States,Kentucky,Harlan County (KY),15,1,,,
GC1X4DP,MACA: Green River at Mammoth Cave,https://www.geocaching.com/geocache/GC1X4DP_maca-green-river-at-mammoth-cave,N 37° 11.592,W 086° 06.207,United States,Kentucky,Edmonson County (KY),215,9,,,
GC1Y2YQ,Longhunter Cave,https://www.geocaching.com/geocache/GC1Y2YQ_longhunter-cave,N 36° 44.678,W 083° 42.677,United States,Kentucky,Bell County (KY),60,3,,,
GC1YAQH,Green River: Shelter Cave,https://www.geocaching.com/geocache/GC1YAQH_green-river-shelter-cave,N 37° 12.875,W 086° 03.318,United States,Kentucky,Edmonson County (KY),75,3,,,
GC1YH79,Floyd Collins Sand Cave,https://www.geocaching.com/geocache/GC1YH79_floyd-collins-sand-cave,N 37° 09.257,W 086° 02.835,United States,Kentucky,Barren County (KY),53,3,,,
GC1YH9B,Dixon Cave,https://www.geocaching.com/geocache/GC1YH9B_dixon-cave,N 37° 11.380,W 086° 06.321,United States,Kentucky,Edmonson County (KY),62,3,,,
GC1YH9M,Mammoth Cave Historic Entrance,https://www.geocaching.com/geocache/GC1YH9M_mammoth-cave-historic-entrance,N 37° 11.259,W 086° 06.240,United States,Kentucky,Edmonson County (KY),113,5,,,
GC1YTWX,Cascade Cave,https://www.geocaching.com/geocache/GC1YTWX_cascade-cave,N 38° 21.308,W 083° 06.703,United States,Kentucky,Carter County (KY),21,1,,,
GC1Z2NA,W.W.F.M. VI Lost River Cave Style,https://www.geocaching.com/geocache/GC1Z2NA_wwfm-vi-lost-river-cave-style,N 36° 57.222,W 086° 28.433,United States,Kentucky,Warren County (KY),11,1,,,
GC1ZAVW,Town Creek Cave,https://www.geocaching.com/geocache/GC1ZAVW_town-creek-cave,N 37° 49.250,W 085° 27.286,United States,Kentucky,Nelson County (KY),51,3,,,
GC20CPJ,Mammoth Cave / Green River Blue Hole,https://www.geocaching.com/geocache/GC20CPJ_mammoth-cave-green-river-blue-hole,N 37° 09.943,W 086° 09.443,United States,Kentucky,Edmonson County (KY),25,1,,,
GC20FMJ,Cave City Earthcache,https://www.geocaching.com/geocache/GC20FMJ_cave-city-earthcache,N 37° 18.467,W 083° 19.544,United States,Kentucky,Perry County (KY),15,1,,,
GC21776,Wind Pit Cave (Caver's Plunge!),https://www.geocaching.com/geocache/GC21776_wind-pit-cave-cavers-plunge,N 37° 03.438,W 084° 31.430,United States,Kentucky,Pulaski County (KY),26,2,,,
GC22E36,Mixing It Up At The Cave,https://www.geocaching.com/geocache/GC22E36_mixing-it-up-at-the-cave,N 36° 57.200,W 086° 28.433,United States,Kentucky,Warren County (KY),8,1,,,
GC23TJY,Caching in the Cave: The Greenways path.,https://www.geocaching.com/geocache/GC23TJY_caching-in-the-cave-the-greenways-path,N 36° 56.844,W 086° 27.893,United States,Kentucky,Warren County (KY),204,9,,,
GC23W29,Caching at the Cave with class (1st period),https://www.geocaching.com/geocache/GC23W29_caching-at-the-cave-with-class-1st-period,N 36° 57.200,W 086° 28.433,United States,Kentucky,Warren County (KY),6,1,,,
GC26624,Saltpeter Cave,https://www.geocaching.com/geocache/GC26624_saltpeter-cave,N 37° 08.437,W 087° 44.812,United States,Kentucky,Caldwell County (KY),12,1,,,
GC26J83,On Elkhorn N 13.6 Russell Cave Rd,https://www.geocaching.com/geocache/GC26J83_on-elkhorn-n-136-russell-cave-rd,N 38° 07.802,W 084° 25.854,United States,Kentucky,Fayette County (KY),74,3,,,
GC27KDA,Cave Run Lake: A River Runs Through It,https://www.geocaching.com/geocache/GC27KDA_cave-run-lake-a-river-runs-through-it,N 38° 07.033,W 083° 32.168,United States,Kentucky,Bath County (KY),56,3,,,
GC29VRE,Caching at the Cave/ First Annual CITO event,https://www.geocaching.com/geocache/GC29VRE_caching-at-the-cave-first-annual-cito-event,N 36° 57.200,W 086° 28.433,United States,Kentucky,Warren County (KY),8,1,,,
GC2B8WN,Buck Creek Cave Cache,https://www.geocaching.com/geocache/GC2B8WN_buck-creek-cave-cache,N 37° 03.618,W 084° 25.617,United States,Kentucky,Pulaski County (KY),30,2,,,
GC2BRB3,cave,https://www.geocaching.com/geocache/GC2BRB3_cave,N 37° 04.323,W 087° 37.988,United States,Kentucky,Christian County (KY),20,1,,,
GC2C5DD,Cave-in-Tree,https://www.geocaching.com/geocache/GC2C5DD_caveintree,N 37° 19.107,W 087° 29.121,United States,Kentucky,Hopkins County (KY),54,3,,,
GC2DGYF,Cave Run Lake Kodak Moment,https://www.geocaching.com/geocache/GC2DGYF_cave-run-lake-kodak-moment,N 38° 07.304,W 083° 31.975,United States,Kentucky,Rowan County (KY),172,7,,,
GC2E3FB,Lost River Cave and Valley Earthcache,https://www.geocaching.com/geocache/GC2E3FB_lost-river-cave-and-valley-earthcache,N 36° 56.991,W 086° 27.944,United States,Kentucky,Warren County (KY),192,8,,,
GC2GPMP,First annual Caching in the Cave Christmas hunt.,https://www.geocaching.com/geocache/GC2GPMP_first-annual-caching-in-the-cave-christmas-hunt,N 36° 57.200,W 086° 28.433,United States,Kentucky,Warren County (KY),4,1,,,
GC2JCWN,Dinosaur leg,https://www.geocaching.com/geocache/GC2JCWN_dinosaur-leg,N 38° 05.083,W 085° 45.371,United States,Kentucky,Jefferson County (KY),24,1,,,
GC2PMMK,2nd annual Lost River Cave CITO,https://www.geocaching.com/geocache/GC2PMMK_2nd-annual-lost-river-cave-cito,N 36° 57.200,W 086° 28.433,United States,Kentucky,Warren County (KY),15,1,,,
GC2QF82,Cedar Sink / Mammoth Cave,https://www.geocaching.com/geocache/GC2QF82_cedar-sink-mammoth-cave,N 37° 09.002,W 086° 09.228,United States,Kentucky,Edmonson County (KY),89,4,,,
GC2TJVK,Sand Cave/Floyd Collins,https://www.geocaching.com/geocache/GC2TJVK_sand-cavefloyd-collins,N 37° 09.250,W 086° 02.841,United States,Kentucky,Barren County (KY),430,18,,,
GC2XBWR,Paddle Mix at Mammoth Cave NP,https://www.geocaching.com/geocache/GC2XBWR_paddle-mix-at-mammoth-cave-np,N 37° 08.269,W 085° 58.393,United States,Kentucky,Barren County (KY),30,2,,,
GC31959,Emo Meredith/Cave Spring,https://www.geocaching.com/geocache/GC31959_emo-meredithcave-spring,N 37° 11.800,W 086° 16.182,United States,Kentucky,Edmonson County (KY),56,3,,,
GC39FPM,Moss Cave,https://www.geocaching.com/geocache/GC39FPM_moss-cave,N 37° 56.545,W 086° 01.817,United States,Kentucky,Meade County (KY),41,2,,,
GC3D1B6,3rd. Annual Lost River Cave CITO,https://www.geocaching.com/geocache/GC3D1B6_3rd-annual-lost-river-cave-cito,N 36° 57.173,W 086° 28.438,United States,Kentucky,Warren County (KY),8,1,,,
GC3H6GP,Morgan's Raiders Cave,https://www.geocaching.com/geocache/GC3H6GP_morgans-raiders-cave,N 37° 57.036,W 086° 03.359,United States,Kentucky,Meade County (KY),69,3,,,
GC3N3RY,Wine About a Bat Cave,https://www.geocaching.com/geocache/GC3N3RY_wine-about-a-bat-cave,N 37° 05.728,W 086° 04.550,United States,Kentucky,Edmonson County (KY),23,1,,,
GC42P6M,Kleber Cave-in,https://www.geocaching.com/geocache/GC42P6M_kleber-cavein,N 38° 21.632,W 084° 46.341,United States,Kentucky,Owen County (KY),60,3,,,
GC43GMA,Grandpa's Cave,https://www.geocaching.com/geocache/GC43GMA_grandpas-cave,N 36° 59.062,W 084° 03.439,United States,Kentucky,Laurel County (KY),70,3,,,
GC4DV9E,Meet and Greet and a Paddle in Mammoth Cave NP,https://www.geocaching.com/geocache/GC4DV9E_meet-and-greet-and-a-paddle-in-mammoth-cave-np,N 37° 08.078,W 085° 58.289,United States,Kentucky,Barren County (KY),17,1,,,
GC4E492,Shady Cave,https://www.geocaching.com/geocache/GC4E492_shady-cave,N 38° 10.929,W 083° 27.085,United States,Kentucky,Rowan County (KY),145,6,,,
GC4E6HD,CUGA: Cumberland Gap Sand Cave,https://www.geocaching.com/geocache/GC4E6HD_cuga-cumberland-gap-sand-cave,N 36° 40.155,W 083° 27.494,United States,Kentucky,Harlan County (KY),36,2,,,
GC4F9HX,Cave Spring Spectacular,https://www.geocaching.com/geocache/GC4F9HX_cave-spring-spectacular,N 38° 11.154,W 084° 45.926,United States,Kentucky,Franklin County (KY),19,1,,,
GC4F9Z0,Arboreal Cave,https://www.geocaching.com/geocache/GC4F9Z0_arboreal-cave,N 38° 11.738,W 084° 46.383,United States,Kentucky,Franklin County (KY),17,1,,,
GC4JN5T,Caching in the Cave: The Prairie,https://www.geocaching.com/geocache/GC4JN5T_caching-in-the-cave-the-prairie,N 36° 56.930,W 086° 28.004,United States,Kentucky,Warren County (KY),146,6,,,
GC4X16F,"Once Upon A Time, and still--A Cave (nearby)",https://www.geocaching.com/geocache/GC4X16F_once-upon-a-time-and-stilla-cave-nearby,N 38° 15.596,W 085° 34.378,United States,Kentucky,Jefferson County (KY),54,3,,,
GC4ZXWM,Caching in the Cave: Lost River,https://www.geocaching.com/geocache/GC4ZXWM_caching-in-the-cave-lost-river,N 36° 57.087,W 086° 28.169,United States,Kentucky,Warren County (KY),187,8,,,
GC575HT,Caching in the Cave (THE EVENT),https://www.geocaching.com/geocache/GC575HT_caching-in-the-cave-the-event,N 36° 57.197,W 086° 28.430,United States,Kentucky,Warren County (KY),47,2,,,
GC5BAQK,"Red River Gorge ""Cave""",https://www.geocaching.com/geocache/GC5BAQK_red-river-gorge-cave,N 37° 49.549,W 083° 40.702,United States,Kentucky,Powell County (KY),25,1,,,
GC5HZAT,Another geo- (Cave) Cycling Event,https://www.geocaching.com/geocache/GC5HZAT_another-geo-cave-cycling-event,N 38° 12.100,W 085° 42.250,United States,Kentucky,Jefferson County (KY),4,1,,,
GC5K639,3.14.15 Pi Cave,https://www.geocaching.com/geocache/GC5K639_31415-pi-cave,N 38° 12.085,W 085° 42.250,United States,Kentucky,Jefferson County (KY),23,1,,,
GC5M1A1,Eleven Jones Cave EC,https://www.geocaching.com/geocache/GC5M1A1_eleven-jones-cave-ec,N 38° 13.352,W 085° 43.460,United States,Kentucky,Jefferson County (KY),18,1,,,
GC62QFZ,TIME FOR A CHANGE,https://www.geocaching.com/geocache/GC62QFZ_time-for-a-change,N 36° 57.197,W 086° 28.430,United States,Kentucky,Warren County (KY),11,1,,,
GC63R49,Caching in the cave: The Tourist Court,https://www.geocaching.com/geocache/GC63R49_caching-in-the-cave-the-tourist-court,N 36° 57.220,W 086° 28.424,United States,Kentucky,Warren County (KY),430,18,,,
GC63R4Z,Caching in the cave: The Trailhead,https://www.geocaching.com/geocache/GC63R4Z_caching-in-the-cave-the-trailhead,N 36° 57.203,W 086° 28.273,United States,Kentucky,Warren County (KY),342,14,,,
GC63R5J,Caching in the Cave: The Hidden Spring,https://www.geocaching.com/geocache/GC63R5J_caching-in-the-cave-the-hidden-spring,N 36° 56.995,W 086° 27.933,United States,Kentucky,Warren County (KY),183,8,,,
GC63R5V,Caching in the cave: The Nature Center,https://www.geocaching.com/geocache/GC63R5V_caching-in-the-cave-the-nature-center,N 36° 56.897,W 086° 27.896,United States,Kentucky,Warren County (KY),127,6,,,
GC63R63,Caching in the Cave: The Old Tree,https://www.geocaching.com/geocache/GC63R63_caching-in-the-cave-the-old-tree,N 36° 57.015,W 086° 28.042,United States,Kentucky,Warren County (KY),234,10,,,
GC63R6C,Caching in the cave: Along The Greenways,https://www.geocaching.com/geocache/GC63R6C_caching-in-the-cave-along-the-greenways,N 36° 57.117,W 086° 28.253,United States,Kentucky,Warren County (KY),215,9,,,
GC63YQ5,CAVE - Hidden River,https://www.geocaching.com/geocache/GC63YQ5_cave-hidden-river,N 37° 10.749,W 085° 54.333,United States,Kentucky,Hart County (KY),43,2,,,
GC640J0,NP Mammoth Cave - Frozen Niagara,https://www.geocaching.com/geocache/GC640J0_np-mammoth-cave-frozen-niagara,N 37° 11.181,W 086° 06.014,United States,Kentucky,Edmonson County (KY),244,10,,,
GC647JQ,Caching in the cave: The Wetlands,https://www.geocaching.com/geocache/GC647JQ_caching-in-the-cave-the-wetlands,N 36° 57.121,W 086° 28.390,United States,Kentucky,Warren County (KY),221,9,,,
GC647ZA,Caching in the Cave: The Crossroads,https://www.geocaching.com/geocache/GC647ZA_caching-in-the-cave-the-crossroads,N 36° 57.080,W 086° 28.133,United States,Kentucky,Warren County (KY),268,11,,,
GC6NMJ1,Caching In The Cave: The C.I.T.O.,https://www.geocaching.com/geocache/GC6NMJ1_caching-in-the-cave-the-cito,N 36° 57.155,W 086° 28.310,United States,Kentucky,Warren County (KY),8,1,,,
GC6T5AQ,Caching in The Cave: The C.I.T.O. make up,https://www.geocaching.com/geocache/GC6T5AQ_caching-in-the-cave-the-cito-make-up,N 36° 57.155,W 086° 28.310,United States,Kentucky,Warren County (KY),1,1,,,
GC6WGQZ,Weird Cave - PLG,https://www.geocaching.com/geocache/GC6WGQZ_weird-cave-plg,N 38° 59.350,W 084° 27.350,United States,Kentucky,Kenton County (KY),10,1,,,
GC757P1,Geobears Cave City Meet and Greet!,https://www.geocaching.com/geocache/GC757P1_geobears-cave-city-meet-and-greet,N 37° 08.338,W 085° 57.549,United States,Kentucky,Barren County (KY),4,1,,,
GC79VM6,2nd Annual Caching in the Cave: The CITO,https://www.geocaching.com/geocache/GC79VM6_2nd-annual-caching-in-the-cave-the-cito,N 36° 57.195,W 086° 28.279,United States,Kentucky,Warren County (KY),12,1,,,
GC7C6B1,Park Cave,https://www.geocaching.com/geocache/GC7C6B1_park-cave,N 37° 18.847,W 087° 29.069,United States,Kentucky,Hopkins County (KY),68,3,,,
GC7HNXN,9 th annual Pick and Pull,https://www.geocaching.com/geocache/GC7HNXN_9-th-annual-pick-and-pull,N 36° 56.939,W 086° 27.867,United States,Kentucky,Warren County (KY),3,1,,,
GC7T85Z,Cliffside Cave,https://www.geocaching.com/geocache/GC7T85Z_cliffside-cave,N 37° 08.707,W 084° 27.068,United States,Kentucky,Pulaski County (KY),3,1,,,
GC7T86P,Misty Cave,https://www.geocaching.com/geocache/GC7T86P_misty-cave,N 37° 06.369,W 084° 25.669,United States,Kentucky,Pulaski County (KY),1,1,,,
GC7TPJE,3rd annual Caching in the Cave: The CITO,https://www.geocaching.com/geocache/GC7TPJE_3rd-annual-caching-in-the-cave-the-cito,N 36° 56.939,W 086° 27.867,United States,Kentucky,Warren County (KY),8,1,,,
GC7WG57,SP Carter Caves - X Cave,https://www.geocaching.com/geocache/GC7WG57_sp-carter-caves-x-cave,N 38° 22.654,W 083° 07.349,United States,Kentucky,Carter County (KY),3,1,,,
GC7WG5C,SP Carter Caves - Saltpeter Cave,https://www.geocaching.com/geocache/GC7WG5C_sp-carter-caves-saltpeter-cave,N 38° 22.618,W 083° 07.410,United States,Kentucky,Carter County (KY),1,1,,,
GC7WG5F,SP Carter Caves - Cascade Cave,https://www.geocaching.com/geocache/GC7WG5F_sp-carter-caves-cascade-cave,N 38° 21.355,W 083° 06.695,United States,Kentucky,Carter County (KY),1,1,,,
GC7XHJQ,Caching With The Scarecrows,https://www.geocaching.com/geocache/GC7XHJQ_caching-with-the-scarecrows,N 36° 57.194,W 086° 28.286,United States,Kentucky,Warren County (KY),3,1,,,
GC7ZRNV,Caching With The Reindeer,https://www.geocaching.com/geocache/GC7ZRNV_caching-with-the-reindeer,N 36° 57.197,W 086° 28.430,United States,Kentucky,Warren County (KY),7,1,,,
GC83966,10 TH Annual Pick and Pull,https://www.geocaching.com/geocache/GC83966_10-th-annual-pick-and-pull,N 36° 57.173,W 086° 28.438,United States,Kentucky,Warren County (KY),6,1,,,
GC83A1G,Get together at The Lost River Cave,https://www.geocaching.com/geocache/GC83A1G_get-together-at-the-lost-river-cave,N 36° 57.164,W 086° 28.366,United States,Kentucky,Warren County (KY),5,1,,,
GC86HXN,W.W.F.M. From Treetop to Underground,https://www.geocaching.com/geocache/GC86HXN_wwfm-from-treetop-to-underground,N 36° 57.165,W 086° 28.308,United States,Kentucky,Warren County (KY),5,1,,,
GC8AGX9,Geocaching 101,https://www.geocaching.com/geocache/GC8AGX9_geocaching-101,N 36° 57.197,W 086° 28.430,United States,Kentucky,Warren County (KY),1,1,,,
GC8AQQA,Climax Cave,https://www.geocaching.com/geocache/GC8AQQA_climax-cave,N 37° 27.595,W 084° 13.707,United States,Kentucky,Rockcastle County (KY),1,1,,,
GCH9NP,Working in a Coal Mine,https://www.geocaching.com/geocache/GCH9NP_working-in-a-coal-mine,N 37° 47.176,W 087° 11.889,United States,Kentucky,Daviess County (KY),176,8,,,
GCXYR1,Mine-O-Saurus Rex,https://www.geocaching.com/geocache/GCXYR1_mineosaurus-rex,N 37° 19.510,W 083° 10.540,United States,Kentucky,Perry County (KY),8,1,,,
GC1290X,Blow My Mine,https://www.geocaching.com/geocache/GC1290X_blow-my-mine,N 37° 27.434,W 082° 53.672,United States,Kentucky,Knott County (KY),42,2,,,
GC135XN,He's A Friend Of Mine,https://www.geocaching.com/geocache/GC135XN_hes-a-friend-of-mine,N 37° 34.281,W 082° 28.640,United States,Kentucky,Pike County (KY),15,1,,,
GC13QZW,In Memory of the Scotia Mine Disaster,https://www.geocaching.com/geocache/GC13QZW_in-memory-of-the-scotia-mine-disaster,N 37° 02.601,W 082° 49.991,United States,Kentucky,Letcher County (KY),55,3,,,
GC16Q9T,This Little Light of Mine,https://www.geocaching.com/geocache/GC16Q9T_this-little-light-of-mine,N 36° 59.305,W 086° 26.263,United States,Kentucky,Warren County (KY),28,2,,,
GC17PD0,"He's A Friend Of Mine, Too",https://www.geocaching.com/geocache/GC17PD0_hes-a-friend-of-mine-too,N 37° 14.424,W 083° 01.125,United States,Kentucky,Knott County (KY),10,1,,,
GC17VDK,John Swift Lost Silver Mine Campground Cache,https://www.geocaching.com/geocache/GC17VDK_john-swift-lost-silver-mine-campground-cache,N 37° 50.010,W 083° 38.822,United States,Kentucky,Menifee County (KY),271,11,,,
GC1A3BP,Mine Safety,https://www.geocaching.com/geocache/GC1A3BP_mine-safety,N 37° 29.771,W 082° 31.783,United States,Kentucky,Pike County (KY),153,7,,,
GC1D5KR,Grand Oak Coal Mine,https://www.geocaching.com/geocache/GC1D5KR_grand-oak-coal-mine,N 37° 16.689,W 083° 13.133,United States,Kentucky,Perry County (KY),78,4,,,
GC1JMJ5,Sugar Branch Mine,https://www.geocaching.com/geocache/GC1JMJ5_sugar-branch-mine,N 37° 13.954,W 083° 01.511,United States,Kentucky,Knott County (KY),22,1,,,
GC22A60,Taylor Mine Church,https://www.geocaching.com/geocache/GC22A60_taylor-mine-church,N 37° 22.935,W 086° 53.271,United States,Kentucky,Ohio County (KY),17,1,,,
GC2AZK8,This Little Light of Mine #1,https://www.geocaching.com/geocache/GC2AZK8_this-little-light-of-mine-1,N 37° 45.755,W 087° 05.417,United States,Kentucky,Daviess County (KY),23,1,,,
GC2AZKZ,This Little Light of Mine #2,https://www.geocaching.com/geocache/GC2AZKZ_this-little-light-of-mine-2,N 37° 45.935,W 087° 05.529,United States,Kentucky,Daviess County (KY),27,2,,,
GC2E714,Bells Mine Skirmish,https://www.geocaching.com/geocache/GC2E714_bells-mine-skirmish,N 37° 30.556,W 088° 01.405,United States,Kentucky,Crittenden County (KY),88,4,,,
GC33X6H,Walk Softly On This Heart of Mine,https://www.geocaching.com/geocache/GC33X6H_walk-softly-on-this-heart-of-mine,N 37° 22.518,W 083° 16.724,United States,Kentucky,Perry County (KY),16,1,,,
GC3ET2N,"He is a friend of mine too, Two :)",https://www.geocaching.com/geocache/GC3ET2N_he-is-a-friend-of-mine-too-two-,N 37° 20.996,W 082° 59.289,United States,Kentucky,Knott County (KY),6,1,,,
GC3HAV4,Old coal mine,https://www.geocaching.com/geocache/GC3HAV4_old-coal-mine,N 37° 39.855,W 087° 32.719,United States,Kentucky,Henderson County (KY),15,1,,,
GC49RE9,Twin Chimney Fluorspar Mine,https://www.geocaching.com/geocache/GC49RE9_twin-chimney-fluorspar-mine,N 37° 52.112,W 084° 45.718,United States,Kentucky,Mercer County (KY),23,1,,,
GC4ZA0G,Weaver's Needle and the Lost Dutchman Mine Legend,https://www.geocaching.com/geocache/GC4ZA0G_weavers-needle-and-the-lost-dutchman-mine-legend,N 38° 21.768,W 084° 38.652,United States,Kentucky,Scott County (KY),38,2,,,
GC6PTMY,Mine your own business,https://www.geocaching.com/geocache/GC6PTMY_mine-your-own-business,N 37° 50.282,W 084° 45.859,United States,Kentucky,Mercer County (KY),17,1,,,
GC6W77K,Mine That Bird,https://www.geocaching.com/geocache/GC6W77K_mine-that-bird,N 38° 05.322,W 084° 32.365,United States,Kentucky,Fayette County (KY),38,2,,,
GC71T13,Leo Mill Site Silver Mine Claim,https://www.geocaching.com/geocache/GC71T13_leo-mill-site-silver-mine-claim,N 38° 23.725,W 084° 45.814,United States,Kentucky,Owen County (KY),10,1,,,
GC3NNGE,MINE THAT BIRD Kentucky Derby winner 2009,https://www.geocaching.com/geocache/GC3NNGE_mine-that-bird-kentucky-derby-winner-2009,N 44° 07.147,W 123° 08.223,United States,Oregon,Lane County (OR),51,3,,,
GC1B04,Wolf Cave,https://www.geocaching.com/geocache/GC1B04_wolf-cave,N 39° 18.398,W 086° 43.166,United States,Indiana,Owen County (IN),145,6,,,
GCCFA4,Trapdoor Cave,https://www.geocaching.com/geocache/GCCFA4_trapdoor-cave,N 39° 07.330,W 086° 39.280,United States,Indiana,Monroe County (IN),2,1,,,
GCG8DR,Patton Cave,https://www.geocaching.com/geocache/GCG8DR_patton-cave,N 39° 02.681,W 086° 24.410,United States,Indiana,Monroe County (IN),19,1,,,
GCHB48,Donnehue Cave Cache,https://www.geocaching.com/geocache/GCHB48_donnehue-cave-cache,N 38° 50.240,W 086° 30.565,United States,Indiana,Lawrence County (IN),25,1,,,
GCHYWK,Cave River Valley,https://www.geocaching.com/geocache/GCHYWK_cave-river-valley,N 38° 41.395,W 086° 15.321,United States,Indiana,Washington County (IN),120,5,,,
GCHZNG,Bronson Cave Treasure,https://www.geocaching.com/geocache/GCHZNG_bronson-cave-treasure,N 38° 43.543,W 086° 24.588,United States,Indiana,Lawrence County (IN),220,9,,,
GCJ34K,Cave Chin,https://www.geocaching.com/geocache/GCJ34K_cave-chin,N 38° 26.367,W 085° 38.259,United States,Indiana,Clark County (IN),1,1,,,
GCJXPW,Wolf Cave Trail Cache,https://www.geocaching.com/geocache/GCJXPW_wolf-cave-trail-cache,N 39° 17.987,W 086° 43.307,United States,Indiana,Owen County (IN),152,7,,,
GCKYCJ,Green Bridge Cave Cache,https://www.geocaching.com/geocache/GCKYCJ_green-bridge-cave-cache,N 38° 57.721,W 085° 37.121,United States,Indiana,Jennings County (IN),51,3,,,
GC14A54,Whistling Cave-Spring Mill State Park,https://www.geocaching.com/geocache/GC14A54_whistling-cavespring-mill-state-park,N 38° 44.181,W 086° 25.702,United States,Indiana,Lawrence County (IN),182,8,,,
GC19AAR,Scout's Cave,https://www.geocaching.com/geocache/GC19AAR_scouts-cave,N 38° 37.475,W 086° 31.447,United States,Indiana,Orange County (IN),10,1,,,
GC1FK3P,Is This A Cave?,https://www.geocaching.com/geocache/GC1FK3P_is-this-a-cave,N 38° 57.711,W 085° 37.141,United States,Indiana,Jennings County (IN),16,1,,,
GC1N3BB,Honeycombs And A Cave,https://www.geocaching.com/geocache/GC1N3BB_honeycombs-and-a-cave,N 38° 03.782,W 086° 34.900,United States,Indiana,Perry County (IN),39,2,,,
GC1NQ06,Atop Patton Cave,https://www.geocaching.com/geocache/GC1NQ06_atop-patton-cave,N 39° 02.699,W 086° 23.163,United States,Indiana,Monroe County (IN),73,3,,,
GC1VKG1,Cave Of The Bear Clan,https://www.geocaching.com/geocache/GC1VKG1_cave-of-the-bear-clan,N 40° 28.252,W 086° 08.721,United States,Indiana,Howard County (IN),3,1,,,
GC1YDDD,Marengo Cave,https://www.geocaching.com/geocache/GC1YDDD_marengo-cave,N 38° 22.598,W 086° 20.381,United States,Indiana,Crawford County (IN),35,2,,,
GC256FJ,'prophets rock' CAVE EarthCache,https://www.geocaching.com/geocache/GC256FJ_prophets-rock-cave-earthcache,N 40° 30.268,W 086° 51.105,United States,Indiana,Tippecanoe County (IN),276,12,,,
GC25H5D,Its not the Bat Cave,https://www.geocaching.com/geocache/GC25H5D_its-not-the-bat-cave,N 38° 15.995,W 086° 31.894,United States,Indiana,Crawford County (IN),23,1,,,
GC2KKR4,Entering The Bat Cave,https://www.geocaching.com/geocache/GC2KKR4_entering-the-bat-cave,N 38° 29.673,W 085° 51.406,United States,Indiana,Clark County (IN),29,2,,,
GC32GZJ,Grave To Cave,https://www.geocaching.com/geocache/GC32GZJ_grave-to-cave,N 38° 57.465,W 085° 44.450,United States,Indiana,Jennings County (IN),58,3,,,
GC415MR,See Rock Cave,https://www.geocaching.com/geocache/GC415MR_see-rock-cave,N 38° 19.335,W 085° 41.435,United States,Indiana,Clark County (IN),13,1,,,
GC41QTE,Todd's Cave,https://www.geocaching.com/geocache/GC41QTE_todds-cave,N 40° 37.189,W 086° 44.453,United States,Indiana,Carroll County (IN),54,3,,,
GC4BZEZ,Outlaw Cave Waterfall,https://www.geocaching.com/geocache/GC4BZEZ_outlaw-cave-waterfall,N 38° 33.094,W 086° 40.107,United States,Indiana,Orange County (IN),31,2,,,
GC4D0QW,Marengo Cave,https://www.geocaching.com/geocache/GC4D0QW_marengo-cave,N 38° 22.537,W 086° 20.379,United States,Indiana,Crawford County (IN),82,4,,,
GC4FCVH,"Cave Cache, RAWR",https://www.geocaching.com/geocache/GC4FCVH_cave-cache-rawr,N 40° 27.946,W 086° 08.510,United States,Indiana,Howard County (IN),36,2,,,
GC5ZWJM,The Haunted Cave,https://www.geocaching.com/geocache/GC5ZWJM_the-haunted-cave,N 40° 30.236,W 086° 51.131,United States,Indiana,Tippecanoe County (IN),26,2,,,
GC7N694,On the Way to Out Law Cave,https://www.geocaching.com/geocache/GC7N694_on-the-way-to-out-law-cave,N 38° 33.027,W 086° 40.371,United States,Indiana,Orange County (IN),10,1,,,
GC86RZ2,Root Cave,https://www.geocaching.com/geocache/GC86RZ2_root-cave,N 38° 11.939,W 087° 19.817,United States,Indiana,Warrick County (IN),27,2,,,
GC1CEHK,Cave Hill Spring,https://www.geocaching.com/geocache/GC1CEHK_cave-hill-spring,N 38° 14.763,W 085° 43.062,United States,Kentucky,Jefferson County (KY),139,6,,,
